Time,Indicator,Employment Status,Indicator Status,Location,Amount,Unemployment Rate,format,,
2016,Employment Status By Education,Employed,Highschool,"Prince George's County, Maryland",91595,,"91,595",,
2016,Employment Status By Education,Employed,Some College,"Prince George's County, Maryland",114343,,"114,343",,
2016,Employment Status By Education,Employed,Bachelor's or Higher,"Prince George's County, Maryland",137781,,"137,781",,
2016,Employment Status By Education,Unemployed,Less than Highschool,"Prince George's County, Maryland",4113,,"4,113",,
2016,Employment Status By Education,Unemployed,Highschool,"Prince George's County, Maryland",8588,,"8,588",,
2016,Employment Status By Education,Unemployed,Some College,"Prince George's County, Maryland",8675,,"8,675",,
2016,Employment Status By Education,Unemployed,Bachelor's or Higher,"Prince George's County, Maryland",6112,,"6,112",,
2016,Employment Status By Education,NIL,Less than Highschool,"Prince George's County, Maryland",14925,,"14,925",,
2016,Employment Status By Education,NIL,Highschool,"Prince George's County, Maryland",23309,,"23,309",,
2016,Employment Status By Education,NIL,Some College,"Prince George's County, Maryland",20491,,"20,491",,
2016,Employment Status By Education,NIL,Bachelor's or Higher,"Prince George's County, Maryland",15723,,"15,723",,
2015,Employment Status By Education,Employed,Less than Highschool,"Prince George's County, Maryland",48068,,"48,068",,
2015,Employment Status By Education,Employed,Highschool,"Prince George's County, Maryland",92707,,"92,707",,
2015,Employment Status By Education,Employed,Some College,"Prince George's County, Maryland",113308,,"113,308",,
2015,Employment Status By Education,Employed,Bachelor's or Higher,"Prince George's County, Maryland",134573,,"134,573",,
2015,Employment Status By Education,Unemployed,Less than Highschool,"Prince George's County, Maryland",5078,,"5,078",,
2015,Employment Status By Education,Unemployed,Highschool,"Prince George's County, Maryland",8897,,"8,897",,
2015,Employment Status By Education,Unemployed,Some College,"Prince George's County, Maryland",9773,,"9,773",,
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"Prince George's County, Maryland",6440,,"6,440",,
2015,Employment Status By Education,NIL,Less than Highschool,"Prince George's County, Maryland",14333,,"14,333",,
2015,Employment Status By Education,NIL,Highschool,"Prince George's County, Maryland",23084,,"23,084",,
2015,Employment Status By Education,NIL,Some College,"Prince George's County, Maryland",20491,,"20,491",,
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Prince George's County, Maryland",15875,,"15,875",,
2017,Employment Status By Poverty Status,Labor Force,Above Poverty,"Prince George's County, Maryland",482623,,"482,623",,
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Prince George's County, Maryland",28442,,"28,442",,
2017,Employment Status By Poverty Status,Employed,Above Poverty,"Prince George's County, Maryland",453292,,"453,292",,
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Prince George's County, Maryland",20394,,"20,394",,
2017,Employment Status By Poverty Status,Unemployed,Above Poverty,"Prince George's County, Maryland",29331,,"29,331",,
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Prince George's County, Maryland",8048,,"8,048",,
2016,Employment Status By Poverty Status,Labor Force,Above Poverty,"Prince George's County, Maryland",477509,,"477,509",,
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Prince George's County, Maryland",29118,,"29,118",,
2016,Employment Status By Poverty Status,Employed,Above Poverty,"Prince George's County, Maryland",445739,,"445,739",,
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Prince George's County, Maryland",20454,,"20,454",,
2016,Employment Status By Poverty Status,Unemployed,Above Poverty,"Prince George's County, Maryland",31770,,"31,770",,
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Prince George's County, Maryland",8664,,"8,664",,
2015,Employment Status By Poverty Status,Labor Force,Above Poverty,"Prince George's County, Maryland",236511,,"236,511",,
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Prince George's County, Maryland",30904,,"30,904",,
2015,Employment Status By Poverty Status,Employed,Above Poverty,"Prince George's County, Maryland",217845,,"217,845",,
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Prince George's County, Maryland",21320,,"21,320",,
2015,Employment Status By Poverty Status,Unemployed,Above Poverty,"Prince George's County, Maryland",18666,,"18,666",,
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Prince George's County, Maryland",9584,,"9,584",,
2017,Median Household Income,,,"Prince George's County, Maryland",78607,,"$78,607 ",,
2016,Median Household Income,,,"Prince George's County, Maryland",75925,,"$75,925 ",,
2015,Median Household Income,,,"Prince George's County, Maryland",74260,,"$74,260 ",,
2017,Total Population,,,"Prince George's County, Maryland",905161,,"905,161",,
2016,Total Population,,,"Prince George's County, Maryland",897693,,"897,693",,
2015,Total Population,,,"Prince George's County, Maryland",892816,,"892,816",,
2017,Unemployment By Gender,,Male,"Prince George's County, Maryland",7,0.07,7.00%,,
2017,Unemployment By Gender,,Female,"Prince George's County, Maryland",6.7,0.067,6.70%,,
2016,Unemployment By Gender,,Male,"Prince George's County, Maryland",7.8,0.078,7.80%,,
2016,Unemployment By Gender,,Female,"Prince George's County, Maryland",7.2,0.072,7.20%,,
2015,Unemployment By Gender,,Male,"Prince George's County, Maryland",8.7,0.087,8.70%,,
2015,Unemployment By Gender,,Female,"Prince George's County, Maryland",7.7,0.077,7.70%,,
2017,Unemployment By Race,,White,"Prince George's County, Maryland",5,0.05,5.00%,,
2017,Unemployment By Race,,Black,"Prince George's County, Maryland",8.3,0.083,8.30%,,
2017,Unemployment By Race,,Asian,"Prince George's County, Maryland",6.4,0.064,6.40%,,
2017,Unemployment By Race,,Hispanic,"Prince George's County, Maryland",5.2,0.052,5.20%,,
2016,Unemployment By Race,,White,"Prince George's County, Maryland",5.8,0.058,5.80%,,
2016,Unemployment By Race,,Black,"Prince George's County, Maryland",9,0.09,9.00%,,
2016,Unemployment By Race,,Asian,"Prince George's County, Maryland",6.6,0.066,6.60%,,
2016,Unemployment By Race,,Hispanic,"Prince George's County, Maryland",5.6,0.056,5.60%,,
2015,Unemployment By Race,,White,"Prince George's County, Maryland",6.7,0.067,6.70%,,
2015,Unemployment By Race,,Black,"Prince George's County, Maryland",9.7,0.097,9.70%,,
2015,Unemployment By Race,,Asian,"Prince George's County, Maryland",6.1,0.061,6.10%,,
2015,Unemployment By Race,,Hispanic,"Prince George's County, Maryland",6.9,0.069,6.90%,,
2017,Unemployment By Veteran Status,,Veteran,"Prince George's County, Maryland",6.1,0.061,6.10%,,
2017,Unemployment By Veteran Status,,Non Veteran,"Prince George's County, Maryland",7.2,0.072,7.20%,,
2016,Unemployment By Veteran Status,,Veteran,"Prince George's County, Maryland",7.9,0.079,7.90%,,
2016,Unemployment By Veteran Status,,Non Veteran,"Prince George's County, Maryland",2.8,0.028,2.80%,,
2015,Unemployment By Veteran Status,,Veteran,"Prince George's County, Maryland",8.2,0.082,8.20%,,
2015,Unemployment By Veteran Status,,Non Veteran,"Prince George's County, Maryland",8.6,0.086,8.60%,,
2015Q1,Number of TANF Recipient Workers,Employed,,"Prince George's County, Maryland",347,,347,,347
2015Q2,Number of TANF Recipient Workers,Employed,,"Prince George's County, Maryland",388,,388,,388
2015Q3,Number of TANF Recipient Workers,Employed,,"Prince George's County, Maryland",367,,367,,367
2015Q4,Number of TANF Recipient Workers,Employed,,"Prince George's County, Maryland",371,,371,,371
2016Q1,Number of TANF Recipient Workers,Employed,,"Prince George's County, Maryland",286,,286,,286
2016Q2,Number of TANF Recipient Workers,Employed,,"Prince George's County, Maryland",337,,337,,337
2016Q3,Number of TANF Recipient Workers,Employed,,"Prince George's County, Maryland",318,,318,,318
2016Q4,Number of TANF Recipient Workers,Employed,,"Prince George's County, Maryland",338,,338,,338
2015Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Prince George's County, Maryland",0.006692,0.007,0.67%,,0.007
2015Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Prince George's County, Maryland",0.011373,0.011,1.14%,,0.011
2015Q3,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Prince George's County, Maryland",0.010067,0.01,1.01%,0.010067,1.00%
2015Q4,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Prince George's County, Maryland",0.00488,0.005,0.49%,0.00488,0.50%
2016Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Prince George's County, Maryland",0.00822,0.008,0.82%,0.00822,0.80%
2016Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Prince George's County, Maryland",0.009972,0.01,1.00%,0.009972,1.00%
2016Q3,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Prince George's County, Maryland",0.00766,0.008,0.77%,0.00766,0.80%
2016Q4,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Prince George's County, Maryland",0.009766,0.01,0.98%,0.009766,1.00%
2017Q1,Number of TANF Recipient Workers,Employed,,"Prince George's County, Maryland",310,,310,,310
2017Q2,Number of TANF Recipient Workers,Employed,,"Prince George's County, Maryland",305,,305,,305
2017Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Prince George's County, Maryland",0.008568,,0.86%,0.008568,0.90%
2017Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Prince George's County, Maryland",0.011346,,1.13%,0.011346,1.10%
2016Q3,Percentage of TANF Recipients among Maryland Workers,Employed,,"Prince George's County, Maryland",0.001009,,0.10%,0.001009,0.10%
2016Q4,Percentage of TANF Recipients among Maryland Workers,Employed,,"Prince George's County, Maryland",0.001051,,0.11%,0.001051,0.11%
2017Q1,Percentage of TANF Recipients among Maryland Workers,Employed,,"Prince George's County, Maryland",0.000979,,0.10%,0.000979,0.10%
2017Q2,Percentage of TANF Recipients among Maryland Workers,Employed,,"Prince George's County, Maryland",0.00094,,0.09%,0.00094,0.09%
2017,SNAP Recipient Workers,,,"Prince George's County, Maryland",33543,,"33,543",,
2017,SNAP Recipient Workers,,,"Prince George's County, Maryland",33338,,"33,338",,
2018,SNAP Recipient Workers,,,"Prince George's County, Maryland",33235,,"33,235",,
2017,SNAP Recipient Workers by Percentage,,,"Prince George's County, Maryland",0.1236,12.36,12.36%,,
2017,SNAP Recipient Workers by Percentage,,,"Prince George's County, Maryland",0.1229,12.29,12.29%,,
2018,SNAP Recipient Workers by Percentage,,,"Prince George's County, Maryland",0.1206,12.06,12.06%,,
2015,Work Experience by Gender,Not Working,Male,"Prince George's County, Maryland","347,078",,"347,078",,
2015,Work Experience by Gender,Part Time,Male,"Prince George's County, Maryland","66,319",,"66,319",,
2015,Work Experience by Gender,Full Time,Male,"Prince George's County, Maryland","453,286",,"453,286",,
2015,Work Experience by Gender,Not Working,Female,"Prince George's County, Maryland","411,330",,"411,330",,
2015,Work Experience by Gender,Part Time,Female,"Prince George's County, Maryland","81,821",,"81,821",,
2015,Work Experience by Gender,Full Time,Female,"Prince George's County, Maryland","442,037",,"442,037",,
2016,Work Experience by Gender,Not Working,Male,"Prince George's County, Maryland","346,067",,"346,067",,
2016,Work Experience by Gender,Part Time,Male,"Prince George's County, Maryland","65,090",,"65,090",,
2016,Work Experience by Gender,Full Time,Male,"Prince George's County, Maryland","456,966",,"456,966",,
2016,Work Experience by Gender,Not Working,Female,"Prince George's County, Maryland","408,346",,"408,346",,
2016,Work Experience by Gender,Part Time,Female,"Prince George's County, Maryland","82,968",,"82,968",,
2016,Work Experience by Gender,Full Time,Female,"Prince George's County, Maryland","445,474",,"445,474",,
2017,Work Experience by Gender,Not Working,Male,"Prince George's County, Maryland","344,467",,"344,467",,
2017,Work Experience by Gender,Part Time,Male,"Prince George's County, Maryland","64,567",,"64,567",,
2017,Work Experience by Gender,Full Time,Male,"Prince George's County, Maryland","466,932",,"466,932",,
2017,Work Experience by Gender,Not Working,Female,"Prince George's County, Maryland","407,407",,"407,407",,
2017,Work Experience by Gender,Part Time,Female,"Prince George's County, Maryland","87,653",,"87,653",,
2017,Work Experience by Gender,Full Time,Female,"Prince George's County, Maryland","445,835",,"445,835",,
2015,Work Experience by Race,Not Working,White,"Prince George's County, Maryland","140,037",,"140,037",,
2015,Work Experience by Race,Not Working,Black,"Prince George's County, Maryland","471,742",,"471,742",,
2015,Work Experience by Race,Not Working,American,"Prince George's County, Maryland","2,416",,"2,416",,
2015,Work Experience by Race,Not Working,Chinese,"Prince George's County, Maryland","6,967",,"6,967",,
2015,Work Experience by Race,Not Working,Japanese,"Prince George's County, Maryland",793,,793,,
2015,Work Experience by Race,Not Working,Other Asian,"Prince George's County, Maryland","24,900",,"24,900",,
2015,Work Experience by Race,Not Working,Other Race,"Prince George's County, Maryland","88,018",,"88,018",,
2015,Work Experience by Race,Not Working,Two Major Races,"Prince George's County, Maryland","19,351",,"19,351",,
2015,Work Experience by Race,Not Working,Three or More,"Prince George's County, Maryland","4,184",,"4,184",,
2015,Work Experience by Race,Part Time,White,"Prince George's County, Maryland","34,051",,"34,051",,
2015,Work Experience by Race,Part Time,Black,"Prince George's County, Maryland","86,969",,"86,969",,
2015,Work Experience by Race,Part Time,American,"Prince George's County, Maryland",918,,918,,
2015,Work Experience by Race,Part Time,Chinese,"Prince George's County, Maryland","2,072",,"2,072",,
2015,Work Experience by Race,Part Time,Japanese,"Prince George's County, Maryland",0,, -   ,,
2015,Work Experience by Race,Part Time,Other Asian,"Prince George's County, Maryland","7,550",,"7,550",,
2015,Work Experience by Race,Part Time,Other Race,"Prince George's County, Maryland","12,618",,"12,618",,
2015,Work Experience by Race,Part Time,Two Major Races,"Prince George's County, Maryland","3,487",,"3,487",,
2015,Work Experience by Race,Part Time,Three or More,"Prince George's County, Maryland",475,,475,,
2015,Work Experience by Race,Full Time,White,"Prince George's County, Maryland","162,088",,"162,088",,
2015,Work Experience by Race,Full Time,Black,"Prince George's County, Maryland","576,029",,"576,029",,
2015,Work Experience by Race,Full Time,American,"Prince George's County, Maryland","3,528",,"3,528",,
2015,Work Experience by Race,Full Time,Chinese,"Prince George's County, Maryland","3,847",,"3,847",,
2015,Work Experience by Race,Full Time,Japanese,"Prince George's County, Maryland",381,,381,,
2015,Work Experience by Race,Full Time,Other Asian,"Prince George's County, Maryland","32,272",,"32,272",,
2015,Work Experience by Race,Full Time,Other Race,"Prince George's County, Maryland","98,102",,"98,102",,
2015,Work Experience by Race,Full Time,Two Major Races,"Prince George's County, Maryland","15,762",,"15,762",,
2015,Work Experience by Race,Full Time,Three or More,"Prince George's County, Maryland","3,314",,"3,314",,
2016,Work Experience by Race,Not Working,White,"Prince George's County, Maryland","141,899",,"141,899",,
2016,Work Experience by Race,Not Working,Black,"Prince George's County, Maryland","466,925",,"466,925",,
2016,Work Experience by Race,Not Working,American,"Prince George's County, Maryland","3,232",,"3,232",,
2016,Work Experience by Race,Not Working,Chinese,"Prince George's County, Maryland","8,126",,"8,126",,
2016,Work Experience by Race,Not Working,Japanese,"Prince George's County, Maryland",395,,395,,
2016,Work Experience by Race,Not Working,Other Asian,"Prince George's County, Maryland","20,611",,"20,611",,
2016,Work Experience by Race,Not Working,Other Race,"Prince George's County, Maryland","85,789",,"85,789",,
2016,Work Experience by Race,Not Working,Two Major Races,"Prince George's County, Maryland","24,435",,"24,435",,
2016,Work Experience by Race,Not Working,Three or More,"Prince George's County, Maryland","3,001",,"3,001",,
2016,Work Experience by Race,Part Time,White,"Prince George's County, Maryland","32,600",,"32,600",,
2016,Work Experience by Race,Part Time,Black,"Prince George's County, Maryland","88,889",,"88,889",,
2016,Work Experience by Race,Part Time,American,"Prince George's County, Maryland",643,,643,,
2016,Work Experience by Race,Part Time,Chinese,"Prince George's County, Maryland","3,048",,"3,048",,
2016,Work Experience by Race,Part Time,Japanese,"Prince George's County, Maryland",137,,137,,
2016,Work Experience by Race,Part Time,Other Asian,"Prince George's County, Maryland","5,266",,"5,266",,
2016,Work Experience by Race,Part Time,Other Race,"Prince George's County, Maryland","12,834",,"12,834",,
2016,Work Experience by Race,Part Time,Two Major Races,"Prince George's County, Maryland","3,847",,"3,847",,
2016,Work Experience by Race,Part Time,Three or More,"Prince George's County, Maryland",794,,794,,
2016,Work Experience by Race,Full Time,White,"Prince George's County, Maryland","157,228",,"157,228",,
2016,Work Experience by Race,Full Time,Black,"Prince George's County, Maryland","584,648",,"584,648",,
2016,Work Experience by Race,Full Time,American,"Prince George's County, Maryland","2,420",,"2,420",,
2016,Work Experience by Race,Full Time,Chinese,"Prince George's County, Maryland","6,998",,"6,998",,
2016,Work Experience by Race,Full Time,Japanese,"Prince George's County, Maryland",333,,333,,
2016,Work Experience by Race,Full Time,Other Asian,"Prince George's County, Maryland","29,754",,"29,754",,
2016,Work Experience by Race,Full Time,Other Race,"Prince George's County, Maryland","96,939",,"96,939",,
2016,Work Experience by Race,Full Time,Two Major Races,"Prince George's County, Maryland","20,653",,"20,653",,
2016,Work Experience by Race,Full Time,Three or More,"Prince George's County, Maryland","3,467",,"3,467",,
2017,Work Experience by Race,Not Working,White,"Prince George's County, Maryland","129,803",,"129,803",,
2017,Work Experience by Race,Not Working,Black,"Prince George's County, Maryland","457,494",,"457,494",,
2017,Work Experience by Race,Not Working,American,"Prince George's County, Maryland","3,542",,"3,542",,
2017,Work Experience by Race,Not Working,Chinese,"Prince George's County, Maryland","6,190",,"6,190",,
2017,Work Experience by Race,Not Working,Japanese,"Prince George's County, Maryland",656,,656,,
2017,Work Experience by Race,Not Working,Other Asian,"Prince George's County, Maryland","24,792",,"24,792",,
2017,Work Experience by Race,Not Working,Other Race,"Prince George's County, Maryland","103,286",,"103,286",,
2017,Work Experience by Race,Not Working,Two Major Races,"Prince George's County, Maryland","21,927",,"21,927",,
2017,Work Experience by Race,Not Working,Three or More,"Prince George's County, Maryland","4,184",,"4,184",,
2017,Work Experience by Race,Part Time,White,"Prince George's County, Maryland","31,958",,"31,958",,
2017,Work Experience by Race,Part Time,Black,"Prince George's County, Maryland","90,706",,"90,706",,
2017,Work Experience by Race,Part Time,American,"Prince George's County, Maryland",554,,554,,
2017,Work Experience by Race,Part Time,Chinese,"Prince George's County, Maryland","1,943",,"1,943",,
2017,Work Experience by Race,Part Time,Japanese,"Prince George's County, Maryland",28,,28,,
2017,Work Experience by Race,Part Time,Other Asian,"Prince George's County, Maryland","7,059",,"7,059",,
2017,Work Experience by Race,Part Time,Other Race,"Prince George's County, Maryland","15,415",,"15,415",,
2017,Work Experience by Race,Part Time,Two Major Races,"Prince George's County, Maryland","4,160",,"4,160",,
2017,Work Experience by Race,Part Time,Three or More,"Prince George's County, Maryland",397,,397,,
2017,Work Experience by Race,Full Time,White,"Prince George's County, Maryland","155,506",,"155,506",,
2017,Work Experience by Race,Full Time,Black,"Prince George's County, Maryland","591,698",,"591,698",,
2017,Work Experience by Race,Full Time,American,"Prince George's County, Maryland","2,785",,"2,785",,
2017,Work Experience by Race,Full Time,Chinese,"Prince George's County, Maryland","4,917",,"4,917",,
2017,Work Experience by Race,Full Time,Japanese,"Prince George's County, Maryland",297,,297,,
2017,Work Experience by Race,Full Time,Other Asian,"Prince George's County, Maryland","32,047",,"32,047",,
2017,Work Experience by Race,Full Time,Other Race,"Prince George's County, Maryland","107,071",,"107,071",,
2017,Work Experience by Race,Full Time,Two Major Races,"Prince George's County, Maryland","15,685",,"15,685",,
2017,Work Experience by Race,Full Time,Three or More,"Prince George's County, Maryland","2,761",,"2,761",,
2015,Work Experience by Education,Not Working,N/A,"Prince George's County, Maryland","72,575",,"72,575",,
2015,Work Experience by Education,Not Working,No School,"Prince George's County, Maryland","53,414",,"53,414",,
2015,Work Experience by Education,Not Working,Nursery,"Prince George's County, Maryland","26,560",,"26,560",,
2015,Work Experience by Education,Not Working,Kindergarten,"Prince George's County, Maryland","26,391",,"26,391",,
2015,Work Experience by Education,Not Working,Grade 1,"Prince George's County, Maryland","24,342",,"24,342",,
2015,Work Experience by Education,Not Working,Grade 2,"Prince George's County, Maryland","25,264",,"25,264",,
2015,Work Experience by Education,Not Working,Grade 3,"Prince George's County, Maryland","21,817",,"21,817",,
2015,Work Experience by Education,Not Working,Grade 4,"Prince George's County, Maryland","23,362",,"23,362",,
2015,Work Experience by Education,Not Working,Grade 5,"Prince George's County, Maryland","23,875",,"23,875",,
2015,Work Experience by Education,Not Working,Grade 6,"Prince George's County, Maryland","27,258",,"27,258",,
2015,Work Experience by Education,Not Working,Grade 7,"Prince George's County, Maryland","22,447",,"22,447",,
2015,Work Experience by Education,Not Working,Grade 8,"Prince George's County, Maryland","27,842",,"27,842",,
2015,Work Experience by Education,Not Working,Grade 9,"Prince George's County, Maryland","31,800",,"31,800",,
2015,Work Experience by Education,Not Working,Grade 10,"Prince George's County, Maryland","26,873",,"26,873",,
2015,Work Experience by Education,Not Working,Grade 11,"Prince George's County, Maryland","24,484",,"24,484",,
2015,Work Experience by Education,Not Working,Grade 12,"Prince George's County, Maryland","9,658",,"9,658",,
2015,Work Experience by Education,Not Working,Regular Highschool Diploma,"Prince George's County, Maryland","100,758",,"100,758",,
2015,Work Experience by Education,Not Working,GED,"Prince George's County, Maryland","12,749",,"12,749",,
2015,Work Experience by Education,Not Working,Some College,"Prince George's County, Maryland","28,743",,"28,743",,
2015,Work Experience by Education,Not Working,1 or more,"Prince George's County, Maryland","60,278",,"60,278",,
2015,Work Experience by Education,Not Working,Associate,"Prince George's County, Maryland","13,943",,"13,943",,
2015,Work Experience by Education,Not Working,Bachlor's,"Prince George's County, Maryland","44,716",,"44,716",,
2015,Work Experience by Education,Not Working,Master's,"Prince George's County, Maryland","22,648",,"22,648",,
2015,Work Experience by Education,Not Working,Professional,"Prince George's County, Maryland","2,931",,"2,931",,
2015,Work Experience by Education,Not Working,Doctoral,"Prince George's County, Maryland","3,680",,"3,680",,
2015,Work Experience by Education,Part Time,N/A,"Prince George's County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,No School,"Prince George's County, Maryland","1,024",,"1,024",,
2015,Work Experience by Education,Part Time,Nursery,"Prince George's County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Kindergarten,"Prince George's County, Maryland",125,,125,,
2015,Work Experience by Education,Part Time,Grade 1,"Prince George's County, Maryland",123,,123,,
2015,Work Experience by Education,Part Time,Grade 2,"Prince George's County, Maryland",58,,58,,
2015,Work Experience by Education,Part Time,Grade 3,"Prince George's County, Maryland",407,,407,,
2015,Work Experience by Education,Part Time,Grade 4,"Prince George's County, Maryland",352,,352,,
2015,Work Experience by Education,Part Time,Grade 5,"Prince George's County, Maryland",753,,753,,
2015,Work Experience by Education,Part Time,Grade 6,"Prince George's County, Maryland","1,764",,"1,764",,
2015,Work Experience by Education,Part Time,Grade 7,"Prince George's County, Maryland",421,,421,,
2015,Work Experience by Education,Part Time,Grade 8,"Prince George's County, Maryland","1,623",,"1,623",,
2015,Work Experience by Education,Part Time,Grade 9,"Prince George's County, Maryland","3,196",,"3,196",,
2015,Work Experience by Education,Part Time,Grade 10,"Prince George's County, Maryland","2,722",,"2,722",,
2015,Work Experience by Education,Part Time,Grade 11,"Prince George's County, Maryland","6,881",,"6,881",,
2015,Work Experience by Education,Part Time,Grade 12,"Prince George's County, Maryland","2,547",,"2,547",,
2015,Work Experience by Education,Part Time,Regular Highschool Diploma,"Prince George's County, Maryland","33,217",,"33,217",,
2015,Work Experience by Education,Part Time,GED,"Prince George's County, Maryland","3,122",,"3,122",,
2015,Work Experience by Education,Part Time,Some College,"Prince George's County, Maryland","12,791",,"12,791",,
2015,Work Experience by Education,Part Time,1 or more,"Prince George's County, Maryland","40,064",,"40,064",,
2015,Work Experience by Education,Part Time,Associate,"Prince George's County, Maryland","8,155",,"8,155",,
2015,Work Experience by Education,Part Time,Bachlor's,"Prince George's County, Maryland","17,908",,"17,908",,
2015,Work Experience by Education,Part Time,Master's,"Prince George's County, Maryland","8,355",,"8,355",,
2015,Work Experience by Education,Part Time,Professional,"Prince George's County, Maryland","1,238",,"1,238",,
2015,Work Experience by Education,Part Time,Doctoral,"Prince George's County, Maryland","1,294",,"1,294",,
2015,Work Experience by Education,Full Time,N/A,"Prince George's County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,No School,"Prince George's County, Maryland","10,749",,"10,749",,
2015,Work Experience by Education,Full Time,Nursery,"Prince George's County, Maryland",81,,81,,
2015,Work Experience by Education,Full Time,Kindergarten,"Prince George's County, Maryland",269,,269,,
2015,Work Experience by Education,Full Time,Grade 1,"Prince George's County, Maryland",790,,790,,
2015,Work Experience by Education,Full Time,Grade 2,"Prince George's County, Maryland","3,051",,"3,051",,
2015,Work Experience by Education,Full Time,Grade 3,"Prince George's County, Maryland","6,389",,"6,389",,
2015,Work Experience by Education,Full Time,Grade 4,"Prince George's County, Maryland","4,031",,"4,031",,
