Time,Indicator,Employment Status,Indicator Status,Location,Amount,Unemployment Rate,format,,
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Carroll County, Maryland",3771,,"3,771",,
2017,Employment Status By Poverty Status,Labor Force,Above Poverty,"Carroll County, Maryland",88728,,"88,728",,
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Carroll County, Maryland",2775,,"2,775",,
2017,Employment Status By Poverty Status,Employed,Above Poverty,"Carroll County, Maryland",85773,,"85,773",,
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Carroll County, Maryland",2135,,"2,135",,
2017,Employment Status By Poverty Status,Unemployed,Above Poverty,"Carroll County, Maryland",2955,,"2,955",,
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Carroll County, Maryland",640,,640,,
2016,Employment Status By Poverty Status,Labor Force,Above Poverty,"Carroll County, Maryland",89325,,"89,325",,
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Carroll County, Maryland",2947,,"2,947",,
2016,Employment Status By Poverty Status,Employed,Above Poverty,"Carroll County, Maryland",86030,,"86,030",,
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Carroll County, Maryland",2146,,"2,146",,
2016,Employment Status By Poverty Status,Unemployed,Above Poverty,"Carroll County, Maryland",3295,,"3,295",,
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Carroll County, Maryland",801,,801,,
2015,Employment Status By Poverty Status,Labor Force,Above Poverty,"Carroll County, Maryland",89094,,"89,094",,
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Carroll County, Maryland",2915,,"2,915",,
2015,Employment Status By Poverty Status,Employed,Above Poverty,"Carroll County, Maryland",85638,,"85,638",,
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Carroll County, Maryland",2129,,"2,129",,
2015,Employment Status By Poverty Status,Unemployed,Above Poverty,"Carroll County, Maryland",3456,,"3,456",,
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Carroll County, Maryland",786,,786,,
2017,Median Household Income,,,"Carroll County, Maryland",90510,,"$90,510 ",,
2016,Median Household Income,,,"Carroll County, Maryland",87060,,"$87,060 ",,
2015,Median Household Income,,,"Carroll County, Maryland",85385,,"$85,385 ",,
2017,Total Population,,,"Carroll County, Maryland",167319,,"167,319",,
2016,Total Population,,,"Carroll County, Maryland",167535,,"167,535",,
2015,Total Population,,,"Carroll County, Maryland",167444,,"167,444",,
2017,Unemployment By Gender,,Male,"Carroll County, Maryland",3.6,0.036,3.60%,,
2017,Unemployment By Gender,,Female,"Carroll County, Maryland",3.5,0.035,3.50%,,
2016,Unemployment By Gender,,Male,"Carroll County, Maryland",4.1,0.041,4.10%,,
2016,Unemployment By Gender,,Female,"Carroll County, Maryland",3.8,0.038,3.80%,,
2015,Unemployment By Gender,,Male,"Carroll County, Maryland",4.3,0.043,4.30%,,
2015,Unemployment By Gender,,Female,"Carroll County, Maryland",3.9,0.039,3.90%,,
2017,Unemployment By Race,,White,"Carroll County, Maryland",3.9,0.039,3.90%,,
2017,Unemployment By Race,,Black,"Carroll County, Maryland",5.9,0.059,5.90%,,
2017,Unemployment By Race,,Asian,"Carroll County, Maryland",2.6,0.026,2.60%,,
2017,Unemployment By Race,,Hispanic,"Carroll County, Maryland",2.6,0.026,2.60%,,
2016,Unemployment By Race,,White,"Carroll County, Maryland",4.5,0.045,4.50%,,
2016,Unemployment By Race,,Black,"Carroll County, Maryland",5.3,0.053,5.30%,,
2016,Unemployment By Race,,Asian,"Carroll County, Maryland",2.6,0.026,2.60%,,
2016,Unemployment By Race,,Hispanic,"Carroll County, Maryland",4.2,0.042,4.20%,,
2015,Unemployment By Race,,White,"Carroll County, Maryland",4.6,0.046,4.60%,,
2015,Unemployment By Race,,Black,"Carroll County, Maryland",5.7,0.057,5.70%,,
2015,Unemployment By Race,,Asian,"Carroll County, Maryland",2.2,0.022,2.20%,,
2015,Unemployment By Race,,Hispanic,"Carroll County, Maryland",3.4,0.034,3.40%,,
2017,Unemployment By Veteran Status,,Veteran,"Carroll County, Maryland",3.2,0.032,3.20%,,
2017,Unemployment By Veteran Status,,Non Veteran,"Carroll County, Maryland",3.9,0.039,3.90%,,
2016,Unemployment By Veteran Status,,Veteran,"Carroll County, Maryland",3.8,0.038,3.80%,,
2016,Unemployment By Veteran Status,,Non Veteran,"Carroll County, Maryland",4.3,0.043,4.30%,,
2015,Unemployment By Veteran Status,,Veteran,"Carroll County, Maryland",3,0.03,3.00%,,
2015,Unemployment By Veteran Status,,Non Veteran,"Carroll County, Maryland",4.4,0.044,4.40%,,
2015Q1,Number of TANF Recipient Workers,Employed,,"Carroll County, Maryland",44,,44,,44
2015Q2,Number of TANF Recipient Workers,Employed,,"Carroll County, Maryland",55,,55,,55
2015Q3,Number of TANF Recipient Workers,Employed,,"Carroll County, Maryland",37,,37,,37
2015Q4,Number of TANF Recipient Workers,Employed,,"Carroll County, Maryland",34,,34,,34
2016Q1,Number of TANF Recipient Workers,Employed,,"Carroll County, Maryland",31,,31,,31
2016Q2,Number of TANF Recipient Workers,Employed,,"Carroll County, Maryland",32,,32,,32
2016Q3,Number of TANF Recipient Workers,Employed,,"Carroll County, Maryland",33,,33,,33
2016Q4,Number of TANF Recipient Workers,Employed,,"Carroll County, Maryland",29,,29,,29
2015Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Carroll County, Maryland",0.010597,0.011,1.06%,,0.011
2015Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Carroll County, Maryland",0.018832,0.019,1.88%,,0.019
2015Q3,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Carroll County, Maryland",0.01636,0.016,1.64%,0.01636,1.60%
2015Q4,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Carroll County, Maryland",0.013761,0.014,1.38%,0.013761,1.40%
2016Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Carroll County, Maryland",0.014239,0.014,1.42%,0.014239,1.40%
2016Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Carroll County, Maryland",0.009029,0.009,0.90%,0.009029,0.90%
2016Q3,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Carroll County, Maryland",0.021164,0.021,2.12%,0.021164,2.10%
2016Q4,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Carroll County, Maryland",0.007013,0.007,0.70%,0.007013,0.70%
2017Q1,Number of TANF Recipient Workers,Employed,,"Carroll County, Maryland",16,,16,,16
2017Q2,Number of TANF Recipient Workers,Employed,,"Carroll County, Maryland",15,,15,,15
2017Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Carroll County, Maryland",0.001264,,0.13%,0.001264,0.10%
2017Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Carroll County, Maryland",0.006297,,0.63%,0.006297,0.60%
2016Q3,Percentage of TANF Recipients among Maryland Workers,Employed,,"Carroll County, Maryland",0.000566,,0.06%,0.000566,0.06%
2016Q4,Percentage of TANF Recipients among Maryland Workers,Employed,,"Carroll County, Maryland",0.000495,,0.05%,0.000495,0.05%
2017Q1,Percentage of TANF Recipients among Maryland Workers,Employed,,"Carroll County, Maryland",0.000277,,0.03%,0.000277,0.03%
2017Q2,Percentage of TANF Recipients among Maryland Workers,Employed,,"Carroll County, Maryland",0.000253,,0.03%,0.000253,0.03%
2016,SNAP Recipient Workers,,,"Carroll County, Maryland",4572,,"4,572",,
2017,SNAP Recipient Workers,,,"Carroll County, Maryland",4546,,"4,546",,
2018,SNAP Recipient Workers,,,"Carroll County, Maryland",4512,,"4,512",,
2016,SNAP Recipient Workers by Percentage,,,"Carroll County, Maryland",0.0168,1.68,1.68%,,
2017,SNAP Recipient Workers by Percentage,,,"Carroll County, Maryland",0.0168,1.68,1.68%,,
2018,SNAP Recipient Workers by Percentage,,,"Carroll County, Maryland",0.0164,1.64,1.64%,,
2015,Work Experience by Gender,Not Working,Male,"Carroll County, Maryland","65,544",,"65,544",,
2015,Work Experience by Gender,Part Time,Male,"Carroll County, Maryland","11,339",,"11,339",,
2015,Work Experience by Gender,Full Time,Male,"Carroll County, Maryland","87,388",,"87,388",,
2015,Work Experience by Gender,Not Working,Female,"Carroll County, Maryland","81,038",,"81,038",,
2015,Work Experience by Gender,Part Time,Female,"Carroll County, Maryland","22,189",,"22,189",,
2015,Work Experience by Gender,Full Time,Female,"Carroll County, Maryland","67,499",,"67,499",,
2016,Work Experience by Gender,Not Working,Male,"Carroll County, Maryland","63,684",,"63,684",,
2016,Work Experience by Gender,Part Time,Male,"Carroll County, Maryland","12,008",,"12,008",,
2016,Work Experience by Gender,Full Time,Male,"Carroll County, Maryland","90,123",,"90,123",,
2016,Work Experience by Gender,Not Working,Female,"Carroll County, Maryland","81,272",,"81,272",,
2016,Work Experience by Gender,Part Time,Female,"Carroll County, Maryland","21,377",,"21,377",,
2016,Work Experience by Gender,Full Time,Female,"Carroll County, Maryland","66,979",,"66,979",,
2017,Work Experience by Gender,Not Working,Male,"Carroll County, Maryland","65,777",,"65,777",,
2017,Work Experience by Gender,Part Time,Male,"Carroll County, Maryland","13,300",,"13,300",,
2017,Work Experience by Gender,Full Time,Male,"Carroll County, Maryland","87,145",,"87,145",,
2017,Work Experience by Gender,Not Working,Female,"Carroll County, Maryland","79,687",,"79,687",,
2017,Work Experience by Gender,Part Time,Female,"Carroll County, Maryland","20,793",,"20,793",,
2017,Work Experience by Gender,Full Time,Female,"Carroll County, Maryland","68,238",,"68,238",,
2015,Work Experience by Race,Not Working,White,"Carroll County, Maryland","132,661",,"132,661",,
2015,Work Experience by Race,Not Working,Black,"Carroll County, Maryland","6,051",,"6,051",,
2015,Work Experience by Race,Not Working,American,"Carroll County, Maryland",110,,110,,
2015,Work Experience by Race,Not Working,Chinese,"Carroll County, Maryland",924,,924,,
2015,Work Experience by Race,Not Working,Japanese,"Carroll County, Maryland",43,,43,,
2015,Work Experience by Race,Not Working,Other Asian,"Carroll County, Maryland","2,193",,"2,193",,
2015,Work Experience by Race,Not Working,Other Race,"Carroll County, Maryland",870,,870,,
2015,Work Experience by Race,Not Working,Two Major Races,"Carroll County, Maryland","3,344",,"3,344",,
2015,Work Experience by Race,Not Working,Three or More,"Carroll County, Maryland",386,,386,,
2015,Work Experience by Race,Part Time,White,"Carroll County, Maryland","31,230",,"31,230",,
2015,Work Experience by Race,Part Time,Black,"Carroll County, Maryland",973,,973,,
2015,Work Experience by Race,Part Time,American,"Carroll County, Maryland",5,,5,,
2015,Work Experience by Race,Part Time,Chinese,"Carroll County, Maryland",121,,121,,
2015,Work Experience by Race,Part Time,Japanese,"Carroll County, Maryland",0,, -   ,,
2015,Work Experience by Race,Part Time,Other Asian,"Carroll County, Maryland",292,,292,,
2015,Work Experience by Race,Part Time,Other Race,"Carroll County, Maryland",455,,455,,
2015,Work Experience by Race,Part Time,Two Major Races,"Carroll County, Maryland",421,,421,,
2015,Work Experience by Race,Part Time,Three or More,"Carroll County, Maryland",31,,31,,
2015,Work Experience by Race,Full Time,White,"Carroll County, Maryland","145,290",,"145,290",,
2015,Work Experience by Race,Full Time,Black,"Carroll County, Maryland","4,434",,"4,434",,
2015,Work Experience by Race,Full Time,American,"Carroll County, Maryland",209,,209,,
2015,Work Experience by Race,Full Time,Chinese,"Carroll County, Maryland",333,,333,,
2015,Work Experience by Race,Full Time,Japanese,"Carroll County, Maryland",61,,61,,
2015,Work Experience by Race,Full Time,Other Asian,"Carroll County, Maryland","2,057",,"2,057",,
2015,Work Experience by Race,Full Time,Other Race,"Carroll County, Maryland","1,099",,"1,099",,
2015,Work Experience by Race,Full Time,Two Major Races,"Carroll County, Maryland","1,195",,"1,195",,
2015,Work Experience by Race,Full Time,Three or More,"Carroll County, Maryland",209,,209,,
2016,Work Experience by Race,Not Working,White,"Carroll County, Maryland","132,386",,"132,386",,
2016,Work Experience by Race,Not Working,Black,"Carroll County, Maryland","5,195",,"5,195",,
2016,Work Experience by Race,Not Working,American,"Carroll County, Maryland",77,,77,,
2016,Work Experience by Race,Not Working,Chinese,"Carroll County, Maryland",624,,624,,
2016,Work Experience by Race,Not Working,Japanese,"Carroll County, Maryland",51,,51,,
2016,Work Experience by Race,Not Working,Other Asian,"Carroll County, Maryland","1,764",,"1,764",,
2016,Work Experience by Race,Not Working,Other Race,"Carroll County, Maryland",673,,673,,
2016,Work Experience by Race,Not Working,Two Major Races,"Carroll County, Maryland","3,718",,"3,718",,
2016,Work Experience by Race,Not Working,Three or More,"Carroll County, Maryland",468,,468,,
2016,Work Experience by Race,Part Time,White,"Carroll County, Maryland","31,252",,"31,252",,
2016,Work Experience by Race,Part Time,Black,"Carroll County, Maryland",989,,989,,
2016,Work Experience by Race,Part Time,American,"Carroll County, Maryland",53,,53,,
2016,Work Experience by Race,Part Time,Chinese,"Carroll County, Maryland",140,,140,,
2016,Work Experience by Race,Part Time,Japanese,"Carroll County, Maryland",0,, -   ,,
2016,Work Experience by Race,Part Time,Other Asian,"Carroll County, Maryland",355,,355,,
2016,Work Experience by Race,Part Time,Other Race,"Carroll County, Maryland",196,,196,,
2016,Work Experience by Race,Part Time,Two Major Races,"Carroll County, Maryland",372,,372,,
2016,Work Experience by Race,Part Time,Three or More,"Carroll County, Maryland",28,,28,,
2016,Work Experience by Race,Full Time,White,"Carroll County, Maryland","146,213",,"146,213",,
2016,Work Experience by Race,Full Time,Black,"Carroll County, Maryland","5,394",,"5,394",,
2016,Work Experience by Race,Full Time,American,"Carroll County, Maryland",560,,560,,
2016,Work Experience by Race,Full Time,Chinese,"Carroll County, Maryland",298,,298,,
2016,Work Experience by Race,Full Time,Japanese,"Carroll County, Maryland",0,, -   ,,
2016,Work Experience by Race,Full Time,Other Asian,"Carroll County, Maryland","2,228",,"2,228",,
2016,Work Experience by Race,Full Time,Other Race,"Carroll County, Maryland",572,,572,,
2016,Work Experience by Race,Full Time,Two Major Races,"Carroll County, Maryland","1,650",,"1,650",,
2016,Work Experience by Race,Full Time,Three or More,"Carroll County, Maryland",187,,187,,
2017,Work Experience by Race,Not Working,White,"Carroll County, Maryland","130,836",,"130,836",,
2017,Work Experience by Race,Not Working,Black,"Carroll County, Maryland","5,168",,"5,168",,
2017,Work Experience by Race,Not Working,American,"Carroll County, Maryland",524,,524,,
2017,Work Experience by Race,Not Working,Chinese,"Carroll County, Maryland",388,,388,,
2017,Work Experience by Race,Not Working,Japanese,"Carroll County, Maryland",101,,101,,
2017,Work Experience by Race,Not Working,Other Asian,"Carroll County, Maryland","1,934",,"1,934",,
2017,Work Experience by Race,Not Working,Other Race,"Carroll County, Maryland","2,105",,"2,105",,
2017,Work Experience by Race,Not Working,Two Major Races,"Carroll County, Maryland","3,789",,"3,789",,
2017,Work Experience by Race,Not Working,Three or More,"Carroll County, Maryland",619,,619,,
2017,Work Experience by Race,Part Time,White,"Carroll County, Maryland","32,192",,"32,192",,
2017,Work Experience by Race,Part Time,Black,"Carroll County, Maryland",714,,714,,
2017,Work Experience by Race,Part Time,American,"Carroll County, Maryland",10,,10,,
2017,Work Experience by Race,Part Time,Chinese,"Carroll County, Maryland",51,,51,,
2017,Work Experience by Race,Part Time,Japanese,"Carroll County, Maryland",0,, -   ,,
2017,Work Experience by Race,Part Time,Other Asian,"Carroll County, Maryland",538,,538,,
2017,Work Experience by Race,Part Time,Other Race,"Carroll County, Maryland",102,,102,,
2017,Work Experience by Race,Part Time,Two Major Races,"Carroll County, Maryland",402,,402,,
2017,Work Experience by Race,Part Time,Three or More,"Carroll County, Maryland",84,,84,,
2017,Work Experience by Race,Full Time,White,"Carroll County, Maryland","142,912",,"142,912",,
2017,Work Experience by Race,Full Time,Black,"Carroll County, Maryland","5,209",,"5,209",,
2017,Work Experience by Race,Full Time,American,"Carroll County, Maryland",407,,407,,
2017,Work Experience by Race,Full Time,Chinese,"Carroll County, Maryland",274,,274,,
2017,Work Experience by Race,Full Time,Japanese,"Carroll County, Maryland",97,,97,,
2017,Work Experience by Race,Full Time,Other Asian,"Carroll County, Maryland","2,599",,"2,599",,
2017,Work Experience by Race,Full Time,Other Race,"Carroll County, Maryland","1,864",,"1,864",,
2017,Work Experience by Race,Full Time,Two Major Races,"Carroll County, Maryland","1,577",,"1,577",,
2017,Work Experience by Race,Full Time,Three or More,"Carroll County, Maryland",444,,444,,
2015,Work Experience by Education,Not Working,N/A,"Carroll County, Maryland","7,855",,"7,855",,
2015,Work Experience by Education,Not Working,No School,"Carroll County, Maryland","7,723",,"7,723",,
2015,Work Experience by Education,Not Working,Nursery,"Carroll County, Maryland","5,545",,"5,545",,
2015,Work Experience by Education,Not Working,Kindergarten,"Carroll County, Maryland","2,897",,"2,897",,
2015,Work Experience by Education,Not Working,Grade 1,"Carroll County, Maryland","3,660",,"3,660",,
2015,Work Experience by Education,Not Working,Grade 2,"Carroll County, Maryland","5,121",,"5,121",,
2015,Work Experience by Education,Not Working,Grade 3,"Carroll County, Maryland","5,055",,"5,055",,
2015,Work Experience by Education,Not Working,Grade 4,"Carroll County, Maryland","4,141",,"4,141",,
2015,Work Experience by Education,Not Working,Grade 5,"Carroll County, Maryland","4,984",,"4,984",,
2015,Work Experience by Education,Not Working,Grade 6,"Carroll County, Maryland","5,146",,"5,146",,
2015,Work Experience by Education,Not Working,Grade 7,"Carroll County, Maryland","5,187",,"5,187",,
2015,Work Experience by Education,Not Working,Grade 8,"Carroll County, Maryland","6,711",,"6,711",,
2015,Work Experience by Education,Not Working,Grade 9,"Carroll County, Maryland","5,378",,"5,378",,
2015,Work Experience by Education,Not Working,Grade 10,"Carroll County, Maryland","5,214",,"5,214",,
2015,Work Experience by Education,Not Working,Grade 11,"Carroll County, Maryland","7,203",,"7,203",,
2015,Work Experience by Education,Not Working,Grade 12,"Carroll County, Maryland","2,068",,"2,068",,
2015,Work Experience by Education,Not Working,Regular Highschool Diploma,"Carroll County, Maryland","23,427",,"23,427",,
2015,Work Experience by Education,Not Working,GED,"Carroll County, Maryland","3,018",,"3,018",,
2015,Work Experience by Education,Not Working,Some College,"Carroll County, Maryland","6,504",,"6,504",,
2015,Work Experience by Education,Not Working,1 or more,"Carroll County, Maryland","9,666",,"9,666",,
2015,Work Experience by Education,Not Working,Associate,"Carroll County, Maryland","3,361",,"3,361",,
2015,Work Experience by Education,Not Working,Bachlor's,"Carroll County, Maryland","10,975",,"10,975",,
2015,Work Experience by Education,Not Working,Master's,"Carroll County, Maryland","4,397",,"4,397",,
2015,Work Experience by Education,Not Working,Professional,"Carroll County, Maryland",750,,750,,
2015,Work Experience by Education,Not Working,Doctoral,"Carroll County, Maryland",596,,596,,
2015,Work Experience by Education,Part Time,N/A,"Carroll County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,No School,"Carroll County, Maryland",145,,145,,
2015,Work Experience by Education,Part Time,Nursery,"Carroll County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Kindergarten,"Carroll County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 1,"Carroll County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 2,"Carroll County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 3,"Carroll County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 4,"Carroll County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 5,"Carroll County, Maryland",93,,93,,
2015,Work Experience by Education,Part Time,Grade 6,"Carroll County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 7,"Carroll County, Maryland",32,,32,,
2015,Work Experience by Education,Part Time,Grade 8,"Carroll County, Maryland",121,,121,,
2015,Work Experience by Education,Part Time,Grade 9,"Carroll County, Maryland",836,,836,,
2015,Work Experience by Education,Part Time,Grade 10,"Carroll County, Maryland","1,470",,"1,470",,
2015,Work Experience by Education,Part Time,Grade 11,"Carroll County, Maryland","3,036",,"3,036",,
2015,Work Experience by Education,Part Time,Grade 12,"Carroll County, Maryland",411,,411,,
2015,Work Experience by Education,Part Time,Regular Highschool Diploma,"Carroll County, Maryland","7,796",,"7,796",,
2015,Work Experience by Education,Part Time,GED,"Carroll County, Maryland",426,,426,,
2015,Work Experience by Education,Part Time,Some College,"Carroll County, Maryland","2,646",,"2,646",,
2015,Work Experience by Education,Part Time,1 or more,"Carroll County, Maryland","6,631",,"6,631",,
2015,Work Experience by Education,Part Time,Associate,"Carroll County, Maryland","2,528",,"2,528",,
2015,Work Experience by Education,Part Time,Bachlor's,"Carroll County, Maryland","4,873",,"4,873",,
2015,Work Experience by Education,Part Time,Master's,"Carroll County, Maryland","1,953",,"1,953",,
2015,Work Experience by Education,Part Time,Professional,"Carroll County, Maryland",282,,282,,
2015,Work Experience by Education,Part Time,Doctoral,"Carroll County, Maryland",249,,249,,
2015,Work Experience by Education,Full Time,N/A,"Carroll County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,No School,"Carroll County, Maryland",373,,373,,
2015,Work Experience by Education,Full Time,Nursery,"Carroll County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Kindergarten,"Carroll County, Maryland",9,,9,,
2015,Work Experience by Education,Full Time,Grade 1,"Carroll County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 2,"Carroll County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 3,"Carroll County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 4,"Carroll County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 5,"Carroll County, Maryland",25,,25,,
2015,Work Experience by Education,Full Time,Grade 6,"Carroll County, Maryland",98,,98,,
2015,Work Experience by Education,Full Time,Grade 7,"Carroll County, Maryland",47,,47,,
2015,Work Experience by Education,Full Time,Grade 8,"Carroll County, Maryland",221,,221,,
2015,Work Experience by Education,Full Time,Grade 9,"Carroll County, Maryland",609,,609,,
2015,Work Experience by Education,Full Time,Grade 10,"Carroll County, Maryland","1,328",,"1,328",,
2015,Work Experience by Education,Full Time,Grade 11,"Carroll County, Maryland","1,790",,"1,790",,
2015,Work Experience by Education,Full Time,Grade 12,"Carroll County, Maryland",914,,914,,
2015,Work Experience by Education,Full Time,Regular Highschool Diploma,"Carroll County, Maryland","38,718",,"38,718",,
2015,Work Experience by Education,Full Time,GED,"Carroll County, Maryland","3,831",,"3,831",,
2015,Work Experience by Education,Full Time,Some College,"Carroll County, Maryland","12,253",,"12,253",,
2015,Work Experience by Education,Full Time,1 or more,"Carroll County, Maryland","22,761",,"22,761",,
2015,Work Experience by Education,Full Time,Associate,"Carroll County, Maryland","13,537",,"13,537",,
