Time,Indicator,Employment Status,Indicator Status,Location,Amount,Unemployment Rate,format,,
2016,Employment Status By Education,Unemployed,Bachelor's or Higher,"Dorchester County, Maryland",72,,72,,
2016,Employment Status By Education,NIL,Less than Highschool,"Dorchester County, Maryland",860,,860,,
2016,Employment Status By Education,NIL,Highschool,"Dorchester County, Maryland",1301,,"1,301",,
2016,Employment Status By Education,NIL,Some College,"Dorchester County, Maryland",836,,836,,
2016,Employment Status By Education,NIL,Bachelor's or Higher,"Dorchester County, Maryland",339,,339,,
2015,Employment Status By Education,Employed,Less than Highschool,"Dorchester County, Maryland",1104,,"1,104",,
2015,Employment Status By Education,Employed,Highschool,"Dorchester County, Maryland",4672,,"4,672",,
2015,Employment Status By Education,Employed,Some College,"Dorchester County, Maryland",3775,,"3,775",,
2015,Employment Status By Education,Employed,Bachelor's or Higher,"Dorchester County, Maryland",2891,,"2,891",,
2015,Employment Status By Education,Unemployed,Less than Highschool,"Dorchester County, Maryland",233,,233,,
2015,Employment Status By Education,Unemployed,Highschool,"Dorchester County, Maryland",514,,514,,
2015,Employment Status By Education,Unemployed,Some College,"Dorchester County, Maryland",337,,337,,
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"Dorchester County, Maryland",142,,142,,
2015,Employment Status By Education,NIL,Less than Highschool,"Dorchester County, Maryland",758,,758,,
2015,Employment Status By Education,NIL,Highschool,"Dorchester County, Maryland",1262,,"1,262",,
2015,Employment Status By Education,NIL,Some College,"Dorchester County, Maryland",776,,776,,
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Dorchester County, Maryland",406,,406,,
2017,Employment Status By Poverty Status,Labor Force,Above Poverty,"Dorchester County, Maryland",15033,,"15,033",,
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Dorchester County, Maryland",1580,,"1,580",,
2017,Employment Status By Poverty Status,Employed,Above Poverty,"Dorchester County, Maryland",14172,,"14,172",,
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Dorchester County, Maryland",1068,,"1,068",,
2017,Employment Status By Poverty Status,Unemployed,Above Poverty,"Dorchester County, Maryland",861,,861,,
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Dorchester County, Maryland",512,,512,,
2016,Employment Status By Poverty Status,Labor Force,Above Poverty,"Dorchester County, Maryland",15133,,"15,133",,
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Dorchester County, Maryland",1033,,"1,033",,
2016,Employment Status By Poverty Status,Employed,Above Poverty,"Dorchester County, Maryland",14080,,"14,080",,
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Dorchester County, Maryland",803,,803,,
2016,Employment Status By Poverty Status,Unemployed,Above Poverty,"Dorchester County, Maryland",1053,,"1,053",,
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Dorchester County, Maryland",230,,230,,
2015,Employment Status By Poverty Status,Labor Force,Above Poverty,"Dorchester County, Maryland",15507,,"15,507",,
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Dorchester County, Maryland",1624,,"1,624",,
2015,Employment Status By Poverty Status,Employed,Above Poverty,"Dorchester County, Maryland",14361,,"14,361",,
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Dorchester County, Maryland",993,,993,,
2015,Employment Status By Poverty Status,Unemployed,Above Poverty,"Dorchester County, Maryland",1146,,"1,146",,
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Dorchester County, Maryland",631,,631,,
2017,Median Household Income,,,"Dorchester County, Maryland",50532,,"$50,532 ",,
2016,Median Household Income,,,"Dorchester County, Maryland",47907,,"$47,907 ",,
2015,Median Household Income,,,"Dorchester County, Maryland",47093,,"$47,093 ",,
2017,Total Population,,,"Dorchester County, Maryland",32386,,"32,386",,
2016,Total Population,,,"Dorchester County, Maryland",32451,,"32,451",,
2015,Total Population,,,"Dorchester County, Maryland",32534,,"32,534",,
2017,Unemployment By Gender,,Male,"Dorchester County, Maryland",8.9,0.089,8.90%,,
2017,Unemployment By Gender,,Female,"Dorchester County, Maryland",6.6,0.066,6.60%,,
2016,Unemployment By Gender,,Male,"Dorchester County, Maryland",10,0.1,10.00%,,
2016,Unemployment By Gender,,Female,"Dorchester County, Maryland",7.8,0.078,7.80%,,
2015,Unemployment By Gender,,Male,"Dorchester County, Maryland",11.8,0.118,11.80%,,
2015,Unemployment By Gender,,Female,"Dorchester County, Maryland",7.3,0.073,7.30%,,
2017,Unemployment By Race,,White,"Dorchester County, Maryland",6.5,0.065,6.50%,,
2017,Unemployment By Race,,Black,"Dorchester County, Maryland",12.4,0.124,12.40%,,
2017,Unemployment By Race,,Asian,"Dorchester County, Maryland",6.5,0.065,6.50%,,
2017,Unemployment By Race,,Hispanic,"Dorchester County, Maryland",0.9,0.009,0.90%,,
2016,Unemployment By Race,,White,"Dorchester County, Maryland",7.6,0.076,7.60%,,
2016,Unemployment By Race,,Black,"Dorchester County, Maryland",16.6,0.166,16.60%,,
2016,Unemployment By Race,,Asian,"Dorchester County, Maryland",7.9,0.079,7.90%,,
2016,Unemployment By Race,,Hispanic,"Dorchester County, Maryland",0.8,0.008,0.80%,,
2015,Unemployment By Race,,White,"Dorchester County, Maryland",7.9,0.079,7.90%,,
2015,Unemployment By Race,,Black,"Dorchester County, Maryland",17.1,0.171,17.10%,,
2015,Unemployment By Race,,Asian,"Dorchester County, Maryland",15.6,0.156,15.60%,,
2015,Unemployment By Race,,Hispanic,"Dorchester County, Maryland",0.4,0.004,0.40%,,
2017,Unemployment By Veteran Status,,Veteran,"Dorchester County, Maryland",7.9,0.079,7.90%,,
2017,Unemployment By Veteran Status,,Non Veteran,"Dorchester County, Maryland",8.3,0.083,8.30%,,
2016,Unemployment By Veteran Status,,Veteran,"Dorchester County, Maryland",6.7,0.067,6.70%,,
2016,Unemployment By Veteran Status,,Non Veteran,"Dorchester County, Maryland",10.1,0.101,10.10%,,
2015,Unemployment By Veteran Status,,Veteran,"Dorchester County, Maryland",7,0.07,7.00%,,
2015,Unemployment By Veteran Status,,Non Veteran,"Dorchester County, Maryland",10.4,0.104,10.40%,,
2015Q1,Number of TANF Recipient Workers,Employed,,"Dorchester County, Maryland",60,,60,,60
2015Q2,Number of TANF Recipient Workers,Employed,,"Dorchester County, Maryland",67,,67,,67
2015Q3,Number of TANF Recipient Workers,Employed,,"Dorchester County, Maryland",83,,83,,83
2015Q4,Number of TANF Recipient Workers,Employed,,"Dorchester County, Maryland",72,,72,,72
2016Q1,Number of TANF Recipient Workers,Employed,,"Dorchester County, Maryland",52,,52,,52
2016Q2,Number of TANF Recipient Workers,Employed,,"Dorchester County, Maryland",44,,44,,44
2016Q3,Number of TANF Recipient Workers,Employed,,"Dorchester County, Maryland",37,,37,,37
2016Q4,Number of TANF Recipient Workers,Employed,,"Dorchester County, Maryland",41,,41,,41
2015Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Dorchester County, Maryland",0.058824,0.059,5.88%,,0.059
2015Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Dorchester County, Maryland",0.071429,0.071,7.14%,,0.071
2015Q3,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Dorchester County, Maryland",0.048851,0.049,4.89%,0.048851,4.90%
2015Q4,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Dorchester County, Maryland",0.049834,0.05,4.98%,0.049834,5.00%
2016Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Dorchester County, Maryland",0.036329,0.036,3.63%,0.036329,3.60%
2016Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Dorchester County, Maryland",0.054237,0.054,5.42%,0.054237,5.40%
2016Q3,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Dorchester County, Maryland",0.051836,0.052,5.18%,0.051836,5.20%
2016Q4,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Dorchester County, Maryland",0.033784,0.034,3.38%,0.033784,3.40%
2017Q1,Number of TANF Recipient Workers,Employed,,"Dorchester County, Maryland",30,,30,,30
2017Q2,Number of TANF Recipient Workers,Employed,,"Dorchester County, Maryland",25,,25,,25
2017Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Dorchester County, Maryland",0.028283,,2.83%,0.028283,2.80%
2017Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Dorchester County, Maryland",0.029083,,2.91%,0.029083,2.90%
2016Q3,Percentage of TANF Recipients among Maryland Workers,Employed,,"Dorchester County, Maryland",0.003257,,0.33%,0.003257,0.33%
2016Q4,Percentage of TANF Recipients among Maryland Workers,Employed,,"Dorchester County, Maryland",0.00362,,0.36%,0.00362,0.36%
2017Q1,Percentage of TANF Recipients among Maryland Workers,Employed,,"Dorchester County, Maryland",0.002813,,0.28%,0.002813,0.28%
2017Q2,Percentage of TANF Recipients among Maryland Workers,Employed,,"Dorchester County, Maryland",0.002241,,0.22%,0.002241,0.22%
2016,Snap Recipient Workers,,,"Dorchester County, Maryland",3345,,"3,345",,
2017,Snap Recipient Workers,,,"Dorchester County, Maryland",3306,,"3,306",,
2018,Snap Recipient Workers,,,"Dorchester County, Maryland",3395,,"3,395",,
2016,Snap Recipient Workers by Percentage,,,"Dorchester County, Maryland",0.0123,1.23,1.23%,,
2017,Snap Recipient Workers by Percentage,,,"Dorchester County, Maryland",0.0122,1.22,1.22%,,
2018,Snap Recipient Workers by Percentage,,,"Dorchester County, Maryland",0.0123,1.23,1.23%,,
2015,Work Experience by Gender,Not Working,Male,"Charles County, Maryland","64,671",,"64,671",,
2015,Work Experience by Gender,Part Time,Male,"Charles County, Maryland","8,453",,"8,453",,
2015,Work Experience by Gender,Full Time,Male,"Charles County, Maryland","75,462",,"75,462",,
2015,Work Experience by Gender,Not Working,Female,"Charles County, Maryland","77,803",,"77,803",,
2015,Work Experience by Gender,Part Time,Female,"Charles County, Maryland","11,441",,"11,441",,
2015,Work Experience by Gender,Full Time,Female,"Charles County, Maryland","70,761",,"70,761",,
2016,Work Experience by Gender,Not Working,Male,"Charles County, Maryland","66,199",,"66,199",,
2016,Work Experience by Gender,Part Time,Male,"Charles County, Maryland","9,001",,"9,001",,
2016,Work Experience by Gender,Full Time,Male,"Charles County, Maryland","77,014",,"77,014",,
2016,Work Experience by Gender,Not Working,Female,"Charles County, Maryland","75,352",,"75,352",,
2016,Work Experience by Gender,Part Time,Female,"Charles County, Maryland","9,998",,"9,998",,
2016,Work Experience by Gender,Full Time,Female,"Charles County, Maryland","75,021",,"75,021",,
2017,Work Experience by Gender,Not Working,Male,"Charles County, Maryland","68,579",,"68,579",,
2017,Work Experience by Gender,Part Time,Male,"Charles County, Maryland","7,979",,"7,979",,
2017,Work Experience by Gender,Full Time,Male,"Charles County, Maryland","76,914",,"76,914",,
2017,Work Experience by Gender,Not Working,Female,"Charles County, Maryland","79,684",,"79,684",,
2017,Work Experience by Gender,Part Time,Female,"Charles County, Maryland","10,082",,"10,082",,
2017,Work Experience by Gender,Full Time,Female,"Charles County, Maryland","73,283",,"73,283",,
2015,Work Experience by Race,Not Working,White,"Charles County, Maryland","65,501",,"65,501",,
2015,Work Experience by Race,Not Working,Black,"Charles County, Maryland","57,698",,"57,698",,
2015,Work Experience by Race,Not Working,American,"Charles County, Maryland",491,,491,,
2015,Work Experience by Race,Not Working,Chinese,"Charles County, Maryland",515,,515,,
2015,Work Experience by Race,Not Working,Japanese,"Charles County, Maryland",31,,31,,
2015,Work Experience by Race,Not Working,Other Asian,"Charles County, Maryland","4,707",,"4,707",,
2015,Work Experience by Race,Not Working,Other Race,"Charles County, Maryland",379,,379,,
2015,Work Experience by Race,Not Working,Two Major Races,"Charles County, Maryland","12,288",,"12,288",,
2015,Work Experience by Race,Not Working,Three or More,"Charles County, Maryland",864,,864,,
2015,Work Experience by Race,Part Time,White,"Charles County, Maryland","9,545",,"9,545",,
2015,Work Experience by Race,Part Time,Black,"Charles County, Maryland","7,257",,"7,257",,
2015,Work Experience by Race,Part Time,American,"Charles County, Maryland",122,,122,,
2015,Work Experience by Race,Part Time,Chinese,"Charles County, Maryland",160,,160,,
2015,Work Experience by Race,Part Time,Japanese,"Charles County, Maryland",12,,12,,
2015,Work Experience by Race,Part Time,Other Asian,"Charles County, Maryland","1,109",,"1,109",,
2015,Work Experience by Race,Part Time,Other Race,"Charles County, Maryland",143,,143,,
2015,Work Experience by Race,Part Time,Two Major Races,"Charles County, Maryland","1,472",,"1,472",,
2015,Work Experience by Race,Part Time,Three or More,"Charles County, Maryland",74,,74,,
2015,Work Experience by Race,Full Time,White,"Charles County, Maryland","71,728",,"71,728",,
2015,Work Experience by Race,Full Time,Black,"Charles County, Maryland","64,290",,"64,290",,
2015,Work Experience by Race,Full Time,American,"Charles County, Maryland",464,,464,,
2015,Work Experience by Race,Full Time,Chinese,"Charles County, Maryland",612,,612,,
2015,Work Experience by Race,Full Time,Japanese,"Charles County, Maryland",12,,12,,
2015,Work Experience by Race,Full Time,Other Asian,"Charles County, Maryland","3,474",,"3,474",,
2015,Work Experience by Race,Full Time,Other Race,"Charles County, Maryland",515,,515,,
2015,Work Experience by Race,Full Time,Two Major Races,"Charles County, Maryland","4,779",,"4,779",,
2015,Work Experience by Race,Full Time,Three or More,"Charles County, Maryland",349,,349,,
2016,Work Experience by Race,Not Working,White,"Charles County, Maryland","64,032",,"64,032",,
2016,Work Experience by Race,Not Working,Black,"Charles County, Maryland","61,081",,"61,081",,
2016,Work Experience by Race,Not Working,American,"Charles County, Maryland",375,,375,,
2016,Work Experience by Race,Not Working,Chinese,"Charles County, Maryland",417,,417,,
2016,Work Experience by Race,Not Working,Japanese,"Charles County, Maryland",162,,162,,
2016,Work Experience by Race,Not Working,Other Asian,"Charles County, Maryland","3,386",,"3,386",,
2016,Work Experience by Race,Not Working,Other Race,"Charles County, Maryland",735,,735,,
2016,Work Experience by Race,Not Working,Two Major Races,"Charles County, Maryland","9,661",,"9,661",,
2016,Work Experience by Race,Not Working,Three or More,"Charles County, Maryland","1,702",,"1,702",,
2016,Work Experience by Race,Part Time,White,"Charles County, Maryland","9,073",,"9,073",,
2016,Work Experience by Race,Part Time,Black,"Charles County, Maryland","7,926",,"7,926",,
2016,Work Experience by Race,Part Time,American,"Charles County, Maryland",193,,193,,
2016,Work Experience by Race,Part Time,Chinese,"Charles County, Maryland",226,,226,,
2016,Work Experience by Race,Part Time,Japanese,"Charles County, Maryland",0,, -   ,,
2016,Work Experience by Race,Part Time,Other Asian,"Charles County, Maryland",467,,467,,
2016,Work Experience by Race,Part Time,Other Race,"Charles County, Maryland",476,,476,,
2016,Work Experience by Race,Part Time,Two Major Races,"Charles County, Maryland",419,,419,,
2016,Work Experience by Race,Part Time,Three or More,"Charles County, Maryland",219,,219,,
2016,Work Experience by Race,Full Time,White,"Charles County, Maryland","72,651",,"72,651",,
2016,Work Experience by Race,Full Time,Black,"Charles County, Maryland","68,447",,"68,447",,
2016,Work Experience by Race,Full Time,American,"Charles County, Maryland",539,,539,,
2016,Work Experience by Race,Full Time,Chinese,"Charles County, Maryland",327,,327,,
2016,Work Experience by Race,Full Time,Japanese,"Charles County, Maryland",10,,10,,
2016,Work Experience by Race,Full Time,Other Asian,"Charles County, Maryland","4,342",,"4,342",,
2016,Work Experience by Race,Full Time,Other Race,"Charles County, Maryland",711,,711,,
2016,Work Experience by Race,Full Time,Two Major Races,"Charles County, Maryland","4,265",,"4,265",,
2016,Work Experience by Race,Full Time,Three or More,"Charles County, Maryland",743,,743,,
2017,Work Experience by Race,Not Working,White,"Charles County, Maryland","64,191",,"64,191",,
2017,Work Experience by Race,Not Working,Black,"Charles County, Maryland","64,147",,"64,147",,
2017,Work Experience by Race,Not Working,American,"Charles County, Maryland",383,,383,,
2017,Work Experience by Race,Not Working,Chinese,"Charles County, Maryland","1,326",,"1,326",,
2017,Work Experience by Race,Not Working,Japanese,"Charles County, Maryland",21,,21,,
2017,Work Experience by Race,Not Working,Other Asian,"Charles County, Maryland","4,253",,"4,253",,
2017,Work Experience by Race,Not Working,Other Race,"Charles County, Maryland",827,,827,,
2017,Work Experience by Race,Not Working,Two Major Races,"Charles County, Maryland","10,224",,"10,224",,
2017,Work Experience by Race,Not Working,Three or More,"Charles County, Maryland","2,891",,"2,891",,
2017,Work Experience by Race,Part Time,White,"Charles County, Maryland","9,125",,"9,125",,
2017,Work Experience by Race,Part Time,Black,"Charles County, Maryland","7,290",,"7,290",,
2017,Work Experience by Race,Part Time,American,"Charles County, Maryland",76,,76,,
2017,Work Experience by Race,Part Time,Chinese,"Charles County, Maryland",54,,54,,
2017,Work Experience by Race,Part Time,Japanese,"Charles County, Maryland",0,, -   ,,
2017,Work Experience by Race,Part Time,Other Asian,"Charles County, Maryland",663,,663,,
2017,Work Experience by Race,Part Time,Other Race,"Charles County, Maryland",316,,316,,
2017,Work Experience by Race,Part Time,Two Major Races,"Charles County, Maryland",442,,442,,
2017,Work Experience by Race,Part Time,Three or More,"Charles County, Maryland",95,,95,,
2017,Work Experience by Race,Full Time,White,"Charles County, Maryland","70,828",,"70,828",,
2017,Work Experience by Race,Full Time,Black,"Charles County, Maryland","66,012",,"66,012",,
2017,Work Experience by Race,Full Time,American,"Charles County, Maryland",948,,948,,
2017,Work Experience by Race,Full Time,Chinese,"Charles County, Maryland",971,,971,,
2017,Work Experience by Race,Full Time,Japanese,"Charles County, Maryland",0,, -   ,,
2017,Work Experience by Race,Full Time,Other Asian,"Charles County, Maryland","4,620",,"4,620",,
2017,Work Experience by Race,Full Time,Other Race,"Charles County, Maryland",697,,697,,
2017,Work Experience by Race,Full Time,Two Major Races,"Charles County, Maryland","4,092",,"4,092",,
2017,Work Experience by Race,Full Time,Three or More,"Charles County, Maryland","2,029",,"2,029",,
2015,Work Experience by Education,Not Working,N/A,"Charles County, Maryland","11,342",,"11,342",,
2015,Work Experience by Education,Not Working,No School,"Charles County, Maryland","8,333",,"8,333",,
2015,Work Experience by Education,Not Working,Nursery,"Charles County, Maryland","4,461",,"4,461",,
2015,Work Experience by Education,Not Working,Kindergarten,"Charles County, Maryland","4,481",,"4,481",,
2015,Work Experience by Education,Not Working,Grade 1,"Charles County, Maryland","3,982",,"3,982",,
2015,Work Experience by Education,Not Working,Grade 2,"Charles County, Maryland","3,577",,"3,577",,
2015,Work Experience by Education,Not Working,Grade 3,"Charles County, Maryland","4,476",,"4,476",,
2015,Work Experience by Education,Not Working,Grade 4,"Charles County, Maryland","4,846",,"4,846",,
2015,Work Experience by Education,Not Working,Grade 5,"Charles County, Maryland","3,155",,"3,155",,
2015,Work Experience by Education,Not Working,Grade 6,"Charles County, Maryland","7,191",,"7,191",,
2015,Work Experience by Education,Not Working,Grade 7,"Charles County, Maryland","4,756",,"4,756",,
2015,Work Experience by Education,Not Working,Grade 8,"Charles County, Maryland","6,268",,"6,268",,
2015,Work Experience by Education,Not Working,Grade 9,"Charles County, Maryland","3,980",,"3,980",,
2015,Work Experience by Education,Not Working,Grade 10,"Charles County, Maryland","7,598",,"7,598",,
2015,Work Experience by Education,Not Working,Grade 11,"Charles County, Maryland","5,156",,"5,156",,
2015,Work Experience by Education,Not Working,Grade 12,"Charles County, Maryland","1,305",,"1,305",,
2015,Work Experience by Education,Not Working,Regular Highschool Diploma,"Charles County, Maryland","23,435",,"23,435",,
2015,Work Experience by Education,Not Working,GED,"Charles County, Maryland","3,504",,"3,504",,
2015,Work Experience by Education,Not Working,Some College,"Charles County, Maryland","4,732",,"4,732",,
2015,Work Experience by Education,Not Working,1 or more,"Charles County, Maryland","12,992",,"12,992",,
2015,Work Experience by Education,Not Working,Associate,"Charles County, Maryland","3,223",,"3,223",,
2015,Work Experience by Education,Not Working,Bachlor's,"Charles County, Maryland","6,581",,"6,581",,
2015,Work Experience by Education,Not Working,Master's,"Charles County, Maryland","2,376",,"2,376",,
2015,Work Experience by Education,Not Working,Professional,"Charles County, Maryland",214,,214,,
2015,Work Experience by Education,Not Working,Doctoral,"Charles County, Maryland",510,,510,,
2015,Work Experience by Education,Part Time,N/A,"Charles County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,No School,"Charles County, Maryland",18,,18,,
2015,Work Experience by Education,Part Time,Nursery,"Charles County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Kindergarten,"Charles County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 1,"Charles County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 2,"Charles County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 3,"Charles County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 4,"Charles County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 5,"Charles County, Maryland",19,,19,,
2015,Work Experience by Education,Part Time,Grade 6,"Charles County, Maryland",167,,167,,
2015,Work Experience by Education,Part Time,Grade 7,"Charles County, Maryland",11,,11,,
2015,Work Experience by Education,Part Time,Grade 8,"Charles County, Maryland",24,,24,,
2015,Work Experience by Education,Part Time,Grade 9,"Charles County, Maryland",82,,82,,
2015,Work Experience by Education,Part Time,Grade 10,"Charles County, Maryland",541,,541,,
2015,Work Experience by Education,Part Time,Grade 11,"Charles County, Maryland","1,574",,"1,574",,
2015,Work Experience by Education,Part Time,Grade 12,"Charles County, Maryland",358,,358,,
2015,Work Experience by Education,Part Time,Regular Highschool Diploma,"Charles County, Maryland","5,242",,"5,242",,
2015,Work Experience by Education,Part Time,GED,"Charles County, Maryland",878,,878,,
2015,Work Experience by Education,Part Time,Some College,"Charles County, Maryland","1,581",,"1,581",,
2015,Work Experience by Education,Part Time,1 or more,"Charles County, Maryland","3,861",,"3,861",,
2015,Work Experience by Education,Part Time,Associate,"Charles County, Maryland","1,201",,"1,201",,
2015,Work Experience by Education,Part Time,Bachlor's,"Charles County, Maryland","2,859",,"2,859",,
2015,Work Experience by Education,Part Time,Master's,"Charles County, Maryland","1,201",,"1,201",,
2015,Work Experience by Education,Part Time,Professional,"Charles County, Maryland",114,,114,,
2015,Work Experience by Education,Part Time,Doctoral,"Charles County, Maryland",163,,163,,
2015,Work Experience by Education,Full Time,N/A,"Charles County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,No School,"Charles County, Maryland",313,,313,,
2015,Work Experience by Education,Full Time,Nursery,"Charles County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Kindergarten,"Charles County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 1,"Charles County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 2,"Charles County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 3,"Charles County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 4,"Charles County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 5,"Charles County, Maryland",57,,57,,
2015,Work Experience by Education,Full Time,Grade 6,"Charles County, Maryland",7,,7,,
2015,Work Experience by Education,Full Time,Grade 7,"Charles County, Maryland",93,,93,,
2015,Work Experience by Education,Full Time,Grade 8,"Charles County, Maryland",213,,213,,
2015,Work Experience by Education,Full Time,Grade 9,"Charles County, Maryland",244,,244,,
2015,Work Experience by Education,Full Time,Grade 10,"Charles County, Maryland","1,391",,"1,391",,
2015,Work Experience by Education,Full Time,Grade 11,"Charles County, Maryland",904,,904,,
2015,Work Experience by Education,Full Time,Grade 12,"Charles County, Maryland","2,070",,"2,070",,
2015,Work Experience by Education,Full Time,Regular Highschool Diploma,"Charles County, Maryland","39,504",,"39,504",,
2015,Work Experience by Education,Full Time,GED,"Charles County, Maryland","2,944",,"2,944",,
2015,Work Experience by Education,Full Time,Some College,"Charles County, Maryland","9,671",,"9,671",,
2015,Work Experience by Education,Full Time,1 or more,"Charles County, Maryland","25,714",,"25,714",,
2015,Work Experience by Education,Full Time,Associate,"Charles County, Maryland","15,450",,"15,450",,
2015,Work Experience by Education,Full Time,Bachlor's,"Charles County, Maryland","27,092",,"27,092",,
2015,Work Experience by Education,Full Time,Master's,"Charles County, Maryland","17,698",,"17,698",,
