Time,Indicator,Employment Status,Indicator Status,Location,Amount,Unemployment Rate,format,,
2015,Employment Status By Poverty Status,Employed,Above Poverty,"Harford County, Maryland",64136,,"64,136",,
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Harford County, Maryland",4493,,"4,493",,
2015,Employment Status By Poverty Status,Unemployed,Above Poverty,"Harford County, Maryland",4047,,"4,047",,
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Harford County, Maryland",1733,,"1,733",,
2017,Median Household Income,,,"Harford County, Maryland",83445,,"$83,445 ",,
2016,Median Household Income,,,"Harford County, Maryland",81052,,"$81,052 ",,
2015,Median Household Income,,,"Harford County, Maryland",80465,,"$80,465 ",,
2017,Total Population,,,"Harford County, Maryland",250132,,"250,132",,
2016,Total Population,,,"Harford County, Maryland",249776,,"249,776",,
2015,Total Population,,,"Harford County, Maryland",248966,,"248,966",,
2017,Unemployment By Gender,,Male,"Harford County, Maryland",4.8,0.048,4.80%,,
2017,Unemployment By Gender,,Female,"Harford County, Maryland",4.3,0.043,4.30%,,
2016,Unemployment By Gender,,Male,"Harford County, Maryland",5.6,0.056,5.60%,,
2016,Unemployment By Gender,,Female,"Harford County, Maryland",4.9,0.049,4.90%,,
2015,Unemployment By Gender,,Male,"Harford County, Maryland",6,0.06,6.00%,,
2015,Unemployment By Gender,,Female,"Harford County, Maryland",5.4,0.054,5.40%,,
2017,Unemployment By Race,,White,"Harford County, Maryland",4.7,0.047,4.70%,,
2017,Unemployment By Race,,Black,"Harford County, Maryland",8.6,0.086,8.60%,,
2017,Unemployment By Race,,Asian,"Harford County, Maryland",7.1,0.071,7.10%,,
2017,Unemployment By Race,,Hispanic,"Harford County, Maryland",5.1,0.051,5.10%,,
2016,Unemployment By Race,,White,"Harford County, Maryland",5.4,0.054,5.40%,,
2016,Unemployment By Race,,Black,"Harford County, Maryland",9.4,0.094,9.40%,,
2016,Unemployment By Race,,Asian,"Harford County, Maryland",7.3,0.073,7.30%,,
2016,Unemployment By Race,,Hispanic,"Harford County, Maryland",4.8,0.048,4.80%,,
2015,Unemployment By Race,,White,"Harford County, Maryland",5.6,0.056,5.60%,,
2015,Unemployment By Race,,Black,"Harford County, Maryland",10.5,0.105,10.50%,,
2015,Unemployment By Race,,Asian,"Harford County, Maryland",10.2,0.102,10.20%,,
2015,Unemployment By Race,,Hispanic,"Harford County, Maryland",6.9,0.069,6.90%,,
2017,Unemployment By Veteran Status,,Veteran,"Harford County, Maryland",4.2,0.042,4.20%,,
2017,Unemployment By Veteran Status,,Non Veteran,"Harford County, Maryland",5,0.05,5.00%,,
2016,Unemployment By Veteran Status,,Veteran,"Harford County, Maryland",4.5,0.045,4.50%,,
2016,Unemployment By Veteran Status,,Non Veteran,"Harford County, Maryland",5.6,0.056,5.60%,,
2015,Unemployment By Veteran Status,,Veteran,"Harford County, Maryland",5.7,0.057,5.70%,,
2015,Unemployment By Veteran Status,,Non Veteran,"Harford County, Maryland",6.2,0.062,6.20%,,
2015Q1,Number of TANF Recipient Workers,Employed,,"Harford County, Maryland",97,,97,,97
2015Q2,Number of TANF Recipient Workers,Employed,,"Harford County, Maryland",107,,107,,107
2015Q3,Number of TANF Recipient Workers,Employed,,"Harford County, Maryland",131,,131,,131
2015Q4,Number of TANF Recipient Workers,Employed,,"Harford County, Maryland",124,,124,,124
2016Q1,Number of TANF Recipient Workers,Employed,,"Harford County, Maryland",75,,75,,75
2016Q2,Number of TANF Recipient Workers,Employed,,"Harford County, Maryland",94,,94,,94
2016Q3,Number of TANF Recipient Workers,Employed,,"Harford County, Maryland",102,,102,,102
2016Q4,Number of TANF Recipient Workers,Employed,,"Harford County, Maryland",106,,106,,106
2015Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Harford County, Maryland",0.034014,0.034,3.40%,,0.034
2015Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Harford County, Maryland",0.029791,0.03,2.98%,,0.03
2015Q3,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Harford County, Maryland",0.035885,0.036,3.59%,0.035885,3.60%
2015Q4,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Harford County, Maryland",0.027108,0.027,2.71%,0.027108,2.70%
2016Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Harford County, Maryland",0.02847,0.028,2.85%,0.02847,2.80%
2016Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Harford County, Maryland",0.022113,0.022,2.21%,0.022113,2.20%
2016Q3,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Harford County, Maryland",0.022967,0,2.30%,0.022967,2.30%
2016Q4,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Harford County, Maryland",0.019868,0.25,1.99%,0.019868,1.99%
2017Q1,Number of TANF Recipient Workers,Employed,,"Harford County, Maryland",69,,69,,69
2017Q2,Number of TANF Recipient Workers,Employed,,"Harford County, Maryland",90,,90,,90
2017Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Harford County, Maryland",0.014835,,1.48%,0.014835,1.48%
2017Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Harford County, Maryland",0.009732,,0.97%,0.009732,0.97%
2016Q3,Percentage of TANF Recipients among Maryland Workers,Employed,,"Harford County, Maryland",0.001118,,0.11%,0.001118,0.11%
2016Q4,Percentage of TANF Recipients among Maryland Workers,Employed,,"Harford County, Maryland",0.001117,,0.11%,0.001117,0.11%
2017Q1,Percentage of TANF Recipients among Maryland Workers,Employed,,"Harford County, Maryland",0.000755,,0.08%,0.000755,0.08%
2017Q2,Percentage of TANF Recipients among Maryland Workers,Employed,,"Harford County, Maryland",0.000952,,0.10%,0.000952,0.10%
2016,Snap Recipient Workers,,,"Harford County, Maryland",9176,,"9,176",,
2017,Snap Recipient Workers,,,"Harford County, Maryland",9088,,"9,088",,
2018,Snap Recipient Workers,,,"Harford County, Maryland",9143,,"9,143",,
2016,Snap Recipient Workers by Percentage,,,"Harford County, Maryland",0.0338,3.38,3.38%,,
2017,Snap Recipient Workers by Percentage,,,"Harford County, Maryland",0.0335,3.35,3.35%,,
2018,Snap Recipient Workers by Percentage,,,"Harford County, Maryland",0.0332,3.32,3.32%,,
2015,Work Experience by Gender,Not Working,Male,"Harford County, Maryland","100,827",,"100,827",,
2015,Work Experience by Gender,Part Time,Male,"Harford County, Maryland","17,978",,"17,978",,
2015,Work Experience by Gender,Full Time,Male,"Harford County, Maryland","126,609",,"126,609",,
2015,Work Experience by Gender,Not Working,Female,"Harford County, Maryland","122,731",,"122,731",,
2015,Work Experience by Gender,Part Time,Female,"Harford County, Maryland","30,466",,"30,466",,
2015,Work Experience by Gender,Full Time,Female,"Harford County, Maryland","100,780",,"100,780",,
2016,Work Experience by Gender,Not Working,Male,"Harford County, Maryland","98,399",,"98,399",,
2016,Work Experience by Gender,Part Time,Male,"Harford County, Maryland","17,321",,"17,321",,
2016,Work Experience by Gender,Full Time,Male,"Harford County, Maryland","128,487",,"128,487",,
2016,Work Experience by Gender,Not Working,Female,"Harford County, Maryland","121,430",,"121,430",,
2016,Work Experience by Gender,Part Time,Female,"Harford County, Maryland","31,704",,"31,704",,
2016,Work Experience by Gender,Full Time,Female,"Harford County, Maryland","102,737",,"102,737",,
2017,Work Experience by Gender,Not Working,Male,"Harford County, Maryland","99,898",,"99,898",,
2017,Work Experience by Gender,Part Time,Male,"Harford County, Maryland","19,242",,"19,242",,
2017,Work Experience by Gender,Full Time,Male,"Harford County, Maryland","127,616",,"127,616",,
2017,Work Experience by Gender,Not Working,Female,"Harford County, Maryland","122,611",,"122,611",,
2017,Work Experience by Gender,Part Time,Female,"Harford County, Maryland","30,183",,"30,183",,
2017,Work Experience by Gender,Full Time,Female,"Harford County, Maryland","102,951",,"102,951",,
2015,Work Experience by Race,Not Working,White,"Harford County, Maryland","174,801",,"174,801",,
2015,Work Experience by Race,Not Working,Black,"Harford County, Maryland","32,619",,"32,619",,
2015,Work Experience by Race,Not Working,American,"Harford County, Maryland",327,,327,,
2015,Work Experience by Race,Not Working,Chinese,"Harford County, Maryland",216,,216,,
2015,Work Experience by Race,Not Working,Japanese,"Harford County, Maryland",423,,423,,
2015,Work Experience by Race,Not Working,Other Asian,"Harford County, Maryland","3,966",,"3,966",,
2015,Work Experience by Race,Not Working,Other Race,"Harford County, Maryland","2,279",,"2,279",,
2015,Work Experience by Race,Not Working,Two Major Races,"Harford County, Maryland","7,763",,"7,763",,
2015,Work Experience by Race,Not Working,Three or More,"Harford County, Maryland","1,164",,"1,164",,
2015,Work Experience by Race,Part Time,White,"Harford County, Maryland","40,297",,"40,297",,
2015,Work Experience by Race,Part Time,Black,"Harford County, Maryland","5,495",,"5,495",,
2015,Work Experience by Race,Part Time,American,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Race,Part Time,Chinese,"Harford County, Maryland",273,,273,,
2015,Work Experience by Race,Part Time,Japanese,"Harford County, Maryland",66,,66,,
2015,Work Experience by Race,Part Time,Other Asian,"Harford County, Maryland",901,,901,,
2015,Work Experience by Race,Part Time,Other Race,"Harford County, Maryland",423,,423,,
2015,Work Experience by Race,Part Time,Two Major Races,"Harford County, Maryland",989,,989,,
2015,Work Experience by Race,Part Time,Three or More,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Race,Full Time,White,"Harford County, Maryland","184,370",,"184,370",,
2015,Work Experience by Race,Full Time,Black,"Harford County, Maryland","28,701",,"28,701",,
2015,Work Experience by Race,Full Time,American,"Harford County, Maryland",409,,409,,
2015,Work Experience by Race,Full Time,Chinese,"Harford County, Maryland",494,,494,,
2015,Work Experience by Race,Full Time,Japanese,"Harford County, Maryland",85,,85,,
2015,Work Experience by Race,Full Time,Other Asian,"Harford County, Maryland","5,994",,"5,994",,
2015,Work Experience by Race,Full Time,Other Race,"Harford County, Maryland","2,179",,"2,179",,
2015,Work Experience by Race,Full Time,Two Major Races,"Harford County, Maryland","4,944",,"4,944",,
2015,Work Experience by Race,Full Time,Three or More,"Harford County, Maryland",213,,213,,
2016,Work Experience by Race,Not Working,White,"Harford County, Maryland","171,285",,"171,285",,
2016,Work Experience by Race,Not Working,Black,"Harford County, Maryland","31,055",,"31,055",,
2016,Work Experience by Race,Not Working,American,"Harford County, Maryland",342,,342,,
2016,Work Experience by Race,Not Working,Chinese,"Harford County, Maryland",904,,904,,
2016,Work Experience by Race,Not Working,Japanese,"Harford County, Maryland",101,,101,,
2016,Work Experience by Race,Not Working,Other Asian,"Harford County, Maryland","3,634",,"3,634",,
2016,Work Experience by Race,Not Working,Other Race,"Harford County, Maryland","1,389",,"1,389",,
2016,Work Experience by Race,Not Working,Two Major Races,"Harford County, Maryland","10,305",,"10,305",,
2016,Work Experience by Race,Not Working,Three or More,"Harford County, Maryland",814,,814,,
2016,Work Experience by Race,Part Time,White,"Harford County, Maryland","40,324",,"40,324",,
2016,Work Experience by Race,Part Time,Black,"Harford County, Maryland","6,578",,"6,578",,
2016,Work Experience by Race,Part Time,American,"Harford County, Maryland",0,, -   ,,
2016,Work Experience by Race,Part Time,Chinese,"Harford County, Maryland",125,,125,,
2016,Work Experience by Race,Part Time,Japanese,"Harford County, Maryland",74,,74,,
2016,Work Experience by Race,Part Time,Other Asian,"Harford County, Maryland",586,,586,,
2016,Work Experience by Race,Part Time,Other Race,"Harford County, Maryland",149,,149,,
2016,Work Experience by Race,Part Time,Two Major Races,"Harford County, Maryland","1,189",,"1,189",,
2016,Work Experience by Race,Part Time,Three or More,"Harford County, Maryland",0,, -   ,,
2016,Work Experience by Race,Full Time,White,"Harford County, Maryland","185,709",,"185,709",,
2016,Work Experience by Race,Full Time,Black,"Harford County, Maryland","29,714",,"29,714",,
2016,Work Experience by Race,Full Time,American,"Harford County, Maryland",305,,305,,
2016,Work Experience by Race,Full Time,Chinese,"Harford County, Maryland",874,,874,,
2016,Work Experience by Race,Full Time,Japanese,"Harford County, Maryland",75,,75,,
2016,Work Experience by Race,Full Time,Other Asian,"Harford County, Maryland","5,070",,"5,070",,
2016,Work Experience by Race,Full Time,Other Race,"Harford County, Maryland","3,932",,"3,932",,
2016,Work Experience by Race,Full Time,Two Major Races,"Harford County, Maryland","5,329",,"5,329",,
2016,Work Experience by Race,Full Time,Three or More,"Harford County, Maryland",216,,216,,
2017,Work Experience by Race,Not Working,White,"Harford County, Maryland","173,357",,"173,357",,
2017,Work Experience by Race,Not Working,Black,"Harford County, Maryland","32,290",,"32,290",,
2017,Work Experience by Race,Not Working,American,"Harford County, Maryland",144,,144,,
2017,Work Experience by Race,Not Working,Chinese,"Harford County, Maryland",829,,829,,
2017,Work Experience by Race,Not Working,Japanese,"Harford County, Maryland",54,,54,,
2017,Work Experience by Race,Not Working,Other Asian,"Harford County, Maryland","4,982",,"4,982",,
2017,Work Experience by Race,Not Working,Other Race,"Harford County, Maryland","3,035",,"3,035",,
2017,Work Experience by Race,Not Working,Two Major Races,"Harford County, Maryland","7,360",,"7,360",,
2017,Work Experience by Race,Not Working,Three or More,"Harford County, Maryland",458,,458,,
2017,Work Experience by Race,Part Time,White,"Harford County, Maryland","39,703",,"39,703",,
2017,Work Experience by Race,Part Time,Black,"Harford County, Maryland","7,009",,"7,009",,
2017,Work Experience by Race,Part Time,American,"Harford County, Maryland",0,, -   ,,
2017,Work Experience by Race,Part Time,Chinese,"Harford County, Maryland",36,,36,,
2017,Work Experience by Race,Part Time,Japanese,"Harford County, Maryland",46,,46,,
2017,Work Experience by Race,Part Time,Other Asian,"Harford County, Maryland",393,,393,,
2017,Work Experience by Race,Part Time,Other Race,"Harford County, Maryland","1,486",,"1,486",,
2017,Work Experience by Race,Part Time,Two Major Races,"Harford County, Maryland",752,,752,,
2017,Work Experience by Race,Part Time,Three or More,"Harford County, Maryland",0,, -   ,,
2017,Work Experience by Race,Full Time,White,"Harford County, Maryland","181,910",,"181,910",,
2017,Work Experience by Race,Full Time,Black,"Harford County, Maryland","31,433",,"31,433",,
2017,Work Experience by Race,Full Time,American,"Harford County, Maryland",914,,914,,
2017,Work Experience by Race,Full Time,Chinese,"Harford County, Maryland",663,,663,,
2017,Work Experience by Race,Full Time,Japanese,"Harford County, Maryland",236,,236,,
2017,Work Experience by Race,Full Time,Other Asian,"Harford County, Maryland","6,703",,"6,703",,
2017,Work Experience by Race,Full Time,Other Race,"Harford County, Maryland","4,006",,"4,006",,
2017,Work Experience by Race,Full Time,Two Major Races,"Harford County, Maryland","3,791",,"3,791",,
2017,Work Experience by Race,Full Time,Three or More,"Harford County, Maryland",911,,911,,
2015,Work Experience by Education,Not Working,N/A,"Harford County, Maryland","16,654",,"16,654",,
2015,Work Experience by Education,Not Working,No School,"Harford County, Maryland","13,281",,"13,281",,
2015,Work Experience by Education,Not Working,Nursery,"Harford County, Maryland","8,146",,"8,146",,
2015,Work Experience by Education,Not Working,Kindergarten,"Harford County, Maryland","5,120",,"5,120",,
2015,Work Experience by Education,Not Working,Grade 1,"Harford County, Maryland","5,120",,"5,120",,
2015,Work Experience by Education,Not Working,Grade 2,"Harford County, Maryland","6,527",,"6,527",,
2015,Work Experience by Education,Not Working,Grade 3,"Harford County, Maryland","6,887",,"6,887",,
2015,Work Experience by Education,Not Working,Grade 4,"Harford County, Maryland","7,494",,"7,494",,
2015,Work Experience by Education,Not Working,Grade 5,"Harford County, Maryland","6,196",,"6,196",,
2015,Work Experience by Education,Not Working,Grade 6,"Harford County, Maryland","8,061",,"8,061",,
2015,Work Experience by Education,Not Working,Grade 7,"Harford County, Maryland","7,320",,"7,320",,
2015,Work Experience by Education,Not Working,Grade 8,"Harford County, Maryland","7,756",,"7,756",,
2015,Work Experience by Education,Not Working,Grade 9,"Harford County, Maryland","9,410",,"9,410",,
2015,Work Experience by Education,Not Working,Grade 10,"Harford County, Maryland","8,789",,"8,789",,
2015,Work Experience by Education,Not Working,Grade 11,"Harford County, Maryland","6,428",,"6,428",,
2015,Work Experience by Education,Not Working,Grade 12,"Harford County, Maryland","2,888",,"2,888",,
2015,Work Experience by Education,Not Working,Regular Highschool Diploma,"Harford County, Maryland","36,765",,"36,765",,
2015,Work Experience by Education,Not Working,GED,"Harford County, Maryland","3,472",,"3,472",,
2015,Work Experience by Education,Not Working,Some College,"Harford County, Maryland","9,926",,"9,926",,
2015,Work Experience by Education,Not Working,1 or more,"Harford County, Maryland","19,730",,"19,730",,
2015,Work Experience by Education,Not Working,Associate,"Harford County, Maryland","6,818",,"6,818",,
2015,Work Experience by Education,Not Working,Bachlor's,"Harford County, Maryland","11,250",,"11,250",,
2015,Work Experience by Education,Not Working,Master's,"Harford County, Maryland","8,245",,"8,245",,
2015,Work Experience by Education,Not Working,Professional,"Harford County, Maryland",741,,741,,
2015,Work Experience by Education,Not Working,Doctoral,"Harford County, Maryland",534,,534,,
2015,Work Experience by Education,Part Time,N/A,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,No School,"Harford County, Maryland",159,,159,,
2015,Work Experience by Education,Part Time,Nursery,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Kindergarten,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 1,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 2,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 3,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 4,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 5,"Harford County, Maryland",14,,14,,
2015,Work Experience by Education,Part Time,Grade 6,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 7,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 8,"Harford County, Maryland",71,,71,,
2015,Work Experience by Education,Part Time,Grade 9,"Harford County, Maryland",354,,354,,
2015,Work Experience by Education,Part Time,Grade 10,"Harford County, Maryland","1,670",,"1,670",,
2015,Work Experience by Education,Part Time,Grade 11,"Harford County, Maryland","3,568",,"3,568",,
2015,Work Experience by Education,Part Time,Grade 12,"Harford County, Maryland",481,,481,,
2015,Work Experience by Education,Part Time,Regular Highschool Diploma,"Harford County, Maryland","11,470",,"11,470",,
2015,Work Experience by Education,Part Time,GED,"Harford County, Maryland",996,,996,,
2015,Work Experience by Education,Part Time,Some College,"Harford County, Maryland","5,393",,"5,393",,
2015,Work Experience by Education,Part Time,1 or more,"Harford County, Maryland","7,922",,"7,922",,
2015,Work Experience by Education,Part Time,Associate,"Harford County, Maryland","4,312",,"4,312",,
2015,Work Experience by Education,Part Time,Bachlor's,"Harford County, Maryland","7,311",,"7,311",,
2015,Work Experience by Education,Part Time,Master's,"Harford County, Maryland","3,961",,"3,961",,
2015,Work Experience by Education,Part Time,Professional,"Harford County, Maryland",511,,511,,
2015,Work Experience by Education,Part Time,Doctoral,"Harford County, Maryland",251,,251,,
2015,Work Experience by Education,Full Time,N/A,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,No School,"Harford County, Maryland",774,,774,,
2015,Work Experience by Education,Full Time,Nursery,"Harford County, Maryland",24,,24,,
2015,Work Experience by Education,Full Time,Kindergarten,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 1,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 2,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 3,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 4,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 5,"Harford County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 6,"Harford County, Maryland",256,,256,,
2015,Work Experience by Education,Full Time,Grade 7,"Harford County, Maryland",173,,173,,
2015,Work Experience by Education,Full Time,Grade 8,"Harford County, Maryland",313,,313,,
2015,Work Experience by Education,Full Time,Grade 9,"Harford County, Maryland",704,,704,,
2015,Work Experience by Education,Full Time,Grade 10,"Harford County, Maryland","2,103",,"2,103",,
2015,Work Experience by Education,Full Time,Grade 11,"Harford County, Maryland","2,386",,"2,386",,
2015,Work Experience by Education,Full Time,Grade 12,"Harford County, Maryland","2,077",,"2,077",,
2015,Work Experience by Education,Full Time,Regular Highschool Diploma,"Harford County, Maryland","49,566",,"49,566",,
2015,Work Experience by Education,Full Time,GED,"Harford County, Maryland","6,736",,"6,736",,
2015,Work Experience by Education,Full Time,Some College,"Harford County, Maryland","17,826",,"17,826",,
2015,Work Experience by Education,Full Time,1 or more,"Harford County, Maryland","35,252",,"35,252",,
2015,Work Experience by Education,Full Time,Associate,"Harford County, Maryland","19,916",,"19,916",,
2015,Work Experience by Education,Full Time,Bachlor's,"Harford County, Maryland","56,068",,"56,068",,
2015,Work Experience by Education,Full Time,Master's,"Harford County, Maryland","25,880",,"25,880",,
2015,Work Experience by Education,Full Time,Professional,"Harford County, Maryland","3,423",,"3,423",,
2015,Work Experience by Education,Full Time,Doctoral,"Harford County, Maryland","3,912",,"3,912",,
2016,Work Experience by Education,Not Working,N/A,"Harford County, Maryland","16,486",,"16,486",,
