Time,Indicator,Employment Status,Indicator Status,Location,Amount,Unemployment Rate,format,,
2017,Employment Status By Poverty Status,Labor Force,Above Poverty,"Calvert County, Maryland",47342,,"47,342",,
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Calvert County, Maryland",1991,,"1,991",,
2017,Employment Status By Poverty Status,Employed,Above Poverty,"Calvert County, Maryland",44603,,"44,603",,
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Calvert County, Maryland",1153,,"1,153",,
2017,Employment Status By Poverty Status,Unemployed,Above Poverty,"Calvert County, Maryland",2739,,"2,739",,
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Calvert County, Maryland",838,,838,,
2016,Employment Status By Poverty Status,Labor Force,Above Poverty,"Calvert County, Maryland",46919,,"46,919",,
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Calvert County, Maryland",2154,,"2,154",,
2016,Employment Status By Poverty Status,Employed,Above Poverty,"Calvert County, Maryland",44101,,"44,101",,
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Calvert County, Maryland",1138,,"1,138",,
2016,Employment Status By Poverty Status,Unemployed,Above Poverty,"Calvert County, Maryland",2818,,"2,818",,
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Calvert County, Maryland",1016,,"1,016",,
2015,Employment Status By Poverty Status,Labor Force,Above Poverty,"Calvert County, Maryland",47051,,"47,051",,
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Calvert County, Maryland",1946,,"1,946",,
2015,Employment Status By Poverty Status,Employed,Above Poverty,"Calvert County, Maryland",44310,,"44,310",,
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Calvert County, Maryland",939,,939,,
2015,Employment Status By Poverty Status,Unemployed,Above Poverty,"Calvert County, Maryland",2741,,"2,741",,
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Calvert County, Maryland",1007,,"1,007",,
2017,Median Household Income,,,"Calvert County, Maryland",100350,,"$100,350 ",,
2016,Median Household Income,,,"Calvert County, Maryland",96808,,"$96,808 ",,
2015,Median Household Income,,,"Calvert County, Maryland",95828,,"$95,828 ",,
2017,Total Population,,,"Calvert County, Maryland",90824,,"90,824",,
2016,Total Population,,,"Calvert County, Maryland",90527,,"90,527",,
2015,Total Population,,,"Calvert County, Maryland",90114,,"90,114",,
2017,Unemployment By Gender,,Male,"Calvert County, Maryland",5.1,0.051,5.10%,,
2017,Unemployment By Gender,,Female,"Calvert County, Maryland",7.8,0.078,7.80%,,
2016,Unemployment By Gender,,Male,"Calvert County, Maryland",5.9,0.059,5.90%,,
2016,Unemployment By Gender,,Female,"Calvert County, Maryland",8,0.08,8.00%,,
2015,Unemployment By Gender,,Male,"Calvert County, Maryland",6.1,0.061,6.10%,,
2015,Unemployment By Gender,,Female,"Calvert County, Maryland",7.3,0.073,7.30%,,
2017,Unemployment By Race,,White,"Calvert County, Maryland",6.3,0.063,6.30%,,
2017,Unemployment By Race,,Black,"Calvert County, Maryland",13,0.13,13.00%,,
2017,Unemployment By Race,,Asian,"Calvert County, Maryland",2,0.02,2.00%,,
2017,Unemployment By Race,,Hispanic,"Calvert County, Maryland",8.2,0.082,8.20%,,
2016,Unemployment By Race,,White,"Calvert County, Maryland",6.9,0.069,6.90%,,
2016,Unemployment By Race,,Black,"Calvert County, Maryland",13.4,0.134,13.40%,,
2016,Unemployment By Race,,Asian,"Calvert County, Maryland",3.9,0.039,3.90%,,
2016,Unemployment By Race,,Hispanic,"Calvert County, Maryland",11.2,0.112,11.20%,,
2015,Unemployment By Race,,White,"Calvert County, Maryland",6.6,0.066,6.60%,,
2015,Unemployment By Race,,Black,"Calvert County, Maryland",14.4,0.144,14.40%,,
2015,Unemployment By Race,,Asian,"Calvert County, Maryland",3.3,0.033,3.30%,,
2015,Unemployment By Race,,Hispanic,"Calvert County, Maryland",6.2,0.062,6.20%,,
2017,Unemployment By Veteran Status,,Veteran,"Calvert County, Maryland",3,0.03,3.00%,,
2017,Unemployment By Veteran Status,,Non Veteran,"Calvert County, Maryland",6.8,0.068,6.80%,,
2016,Unemployment By Veteran Status,,Veteran,"Calvert County, Maryland",2.9,0.029,2.90%,,
2016,Unemployment By Veteran Status,,Non Veteran,"Calvert County, Maryland",7.4,0.074,7.40%,,
2015,Unemployment By Veteran Status,,Veteran,"Calvert County, Maryland",3.2,0.032,3.20%,,
2015,Unemployment By Veteran Status,,Non Veteran,"Calvert County, Maryland",7.2,0.072,7.20%,,
2015Q1,Number of TANF Recipient Workers,Employed,,"Calvert County, Maryland",24,,24,,24
2015Q2,Number of TANF Recipient Workers,Employed,,"Calvert County, Maryland",27,,27,,27
2015Q3,Number of TANF Recipient Workers,Employed,,"Calvert County, Maryland",31,,31,,31
2015Q4,Number of TANF Recipient Workers,Employed,,"Calvert County, Maryland",27,,27,,27
2016Q1,Number of TANF Recipient Workers,Employed,,"Calvert County, Maryland",21,,21,,21
2016Q2,Number of TANF Recipient Workers,Employed,,"Calvert County, Maryland",27,,27,,27
2016Q3,Number of TANF Recipient Workers,Employed,,"Calvert County, Maryland",18,,18,,18
2016Q4,Number of TANF Recipient Workers,Employed,,"Calvert County, Maryland",20,,20,,20
2015Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Calvert County, Maryland",0.023132,0.023,2.31%,,0.023
2015Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Calvert County, Maryland",0.028754,0.029,2.88%,,0.029
2015Q3,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Calvert County, Maryland",0.012618,0.013,1.26%,0.012618,1.30%
2015Q4,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Calvert County, Maryland",0.027027,0.027,2.70%,0.027027,2.70%
2016Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Calvert County, Maryland",0.008511,0.009,0.85%,0.008511,0.90%
2016Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Calvert County, Maryland",0.022222,0.022,2.22%,0.022222,2.20%
2016Q3,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Calvert County, Maryland",0.03481,0.035,3.48%,0.03481,3.50%
2016Q4,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Calvert County, Maryland",0.017241,0.017,1.72%,0.017241,1.70%
2017Q1,Number of TANF Recipient Workers,Employed,,"Calvert County, Maryland",19,,19,,19
2017Q2,Number of TANF Recipient Workers,Employed,,"Calvert County, Maryland",24,,24,,24
2017Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Calvert County, Maryland",0.006369,,0.64%,0.006369,0.60%
2017Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Calvert County, Maryland",0.004292,,0.43%,0.004292,0.40%
2016Q3,Percentage of TANF Recipients among Maryland Workers,Employed,,"Calvert County, Maryland",0.000736,,0.07%,0.000736,0.07%
2016Q4,Percentage of TANF Recipients among Maryland Workers,Employed,,"Calvert County, Maryland",0.000801,,0.08%,0.000801,0.08%
2017Q1,Percentage of TANF Recipients among Maryland Workers,Employed,,"Calvert County, Maryland",0.00075,,0.08%,0.00075,0.07%
2017Q2,Percentage of TANF Recipients among Maryland Workers,Employed,,"Calvert County, Maryland",0.000955,,0.10%,0.000955,0.10%
2016,Snap Recipient Workers,,,"Calvert County, Maryland",3187,,"3,187",,
2017,Snap Recipient Workers,,,"Calvert County, Maryland",3225,,"3,225",,
2018,Snap Recipient Workers,,,"Calvert County, Maryland",3198,,"3,198",,
2016,Snap Recipient Workers by Percentage,,,"Calvert County, Maryland",0.0117,1.17,1.17%,,
2017,Snap Recipient Workers by Percentage,,,"Calvert County, Maryland",0.0119,1.19,1.19%,,
2018,Snap Recipient Workers by Percentage,,,"Calvert County, Maryland",0.0116,1.16,1.16%,,
2015,Work Experience by Gender,Not Working,Male,"Baltimore City, Maryland","298,021",,"298,021",,
2015,Work Experience by Gender,Part Time,Male,"Baltimore City, Maryland","38,593",,"38,593",,
2015,Work Experience by Gender,Full Time,Male,"Baltimore City, Maryland","250,377",,"250,377",,
2015,Work Experience by Gender,Not Working,Female,"Baltimore City, Maryland","339,344",,"339,344",,
2015,Work Experience by Gender,Part Time,Female,"Baltimore City, Maryland","52,308",,"52,308",,
2015,Work Experience by Gender,Full Time,Female,"Baltimore City, Maryland","266,075",,"266,075",,
2015,Work Experience by Race,Not Working,White,"Baltimore City, Maryland","155,284",,"155,284",,
2015,Work Experience by Race,Not Working,Black,"Baltimore City, Maryland","440,951",,"440,951",,
2015,Work Experience by Race,Not Working,American,"Baltimore City, Maryland","1,572",,"1,572",,
2015,Work Experience by Race,Not Working,Chinese,"Baltimore City, Maryland","4,202",,"4,202",,
2015,Work Experience by Race,Not Working,Japanese,"Baltimore City, Maryland",106,,106,,
2015,Work Experience by Race,Not Working,Other Asian,"Baltimore City, Maryland","8,694",,"8,694",,
2015,Work Experience by Race,Not Working,Other Race,"Baltimore City, Maryland","8,011",,"8,011",,
2015,Work Experience by Race,Not Working,Two Major Races,"Baltimore City, Maryland","14,798",,"14,798",,
2015,Work Experience by Race,Not Working,Three or More,"Baltimore City, Maryland","3,747",,"3,747",,
2015,Work Experience by Race,Part Time,White,"Baltimore City, Maryland","30,553",,"30,553",,
2015,Work Experience by Race,Part Time,Black,"Baltimore City, Maryland","52,885",,"52,885",,
2015,Work Experience by Race,Part Time,American,"Baltimore City, Maryland",321,,321,,
2015,Work Experience by Race,Part Time,Chinese,"Baltimore City, Maryland",941,,941,,
2015,Work Experience by Race,Part Time,Japanese,"Baltimore City, Maryland",93,,93,,
2015,Work Experience by Race,Part Time,Other Asian,"Baltimore City, Maryland","2,477",,"2,477",,
2015,Work Experience by Race,Part Time,Other Race,"Baltimore City, Maryland","1,343",,"1,343",,
2015,Work Experience by Race,Part Time,Two Major Races,"Baltimore City, Maryland","1,738",,"1,738",,
2015,Work Experience by Race,Part Time,Three or More,"Baltimore City, Maryland",550,,550,,
2015,Work Experience by Race,Full Time,White,"Baltimore City, Maryland","197,644",,"197,644",,
2015,Work Experience by Race,Full Time,Black,"Baltimore City, Maryland","279,900",,"279,900",,
2015,Work Experience by Race,Full Time,American,"Baltimore City, Maryland","1,029",,"1,029",,
2015,Work Experience by Race,Full Time,Chinese,"Baltimore City, Maryland","3,998",,"3,998",,
2015,Work Experience by Race,Full Time,Japanese,"Baltimore City, Maryland",277,,277,,
2015,Work Experience by Race,Full Time,Other Asian,"Baltimore City, Maryland","12,907",,"12,907",,
2015,Work Experience by Race,Full Time,Other Race,"Baltimore City, Maryland","9,901",,"9,901",,
2015,Work Experience by Race,Full Time,Two Major Races,"Baltimore City, Maryland","8,322",,"8,322",,
2015,Work Experience by Race,Full Time,Three or More,"Baltimore City, Maryland","2,474",,"2,474",,
2015,Work Experience by Education,Not Working,N/A,"Baltimore City, Maryland","47,403",,"47,403",,
2015,Work Experience by Education,Not Working,No School,"Baltimore City, Maryland","39,079",,"39,079",,
2015,Work Experience by Education,Not Working,Nursery,"Baltimore City, Maryland","21,619",,"21,619",,
2015,Work Experience by Education,Not Working,Kindergarten,"Baltimore City, Maryland","19,097",,"19,097",,
2015,Work Experience by Education,Not Working,Grade 1,"Baltimore City, Maryland","13,043",,"13,043",,
2015,Work Experience by Education,Not Working,Grade 2,"Baltimore City, Maryland","14,400",,"14,400",,
2015,Work Experience by Education,Not Working,Grade 3,"Baltimore City, Maryland","17,338",,"17,338",,
2015,Work Experience by Education,Not Working,Grade 4,"Baltimore City, Maryland","14,440",,"14,440",,
2015,Work Experience by Education,Not Working,Grade 5,"Baltimore City, Maryland","12,927",,"12,927",,
2015,Work Experience by Education,Not Working,Grade 6,"Baltimore City, Maryland","16,645",,"16,645",,
2015,Work Experience by Education,Not Working,Grade 7,"Baltimore City, Maryland","15,036",,"15,036",,
2015,Work Experience by Education,Not Working,Grade 8,"Baltimore City, Maryland","27,092",,"27,092",,
2015,Work Experience by Education,Not Working,Grade 9,"Baltimore City, Maryland","26,447",,"26,447",,
2015,Work Experience by Education,Not Working,Grade 10,"Baltimore City, Maryland","31,850",,"31,850",,
2015,Work Experience by Education,Not Working,Grade 11,"Baltimore City, Maryland","31,504",,"31,504",,
2015,Work Experience by Education,Not Working,Grade 12,"Baltimore City, Maryland","10,500",,"10,500",,
2015,Work Experience by Education,Not Working,Regular Highschool Diploma,"Baltimore City, Maryland","115,160",,"115,160",,
2015,Work Experience by Education,Not Working,GED,"Baltimore City, Maryland","21,849",,"21,849",,
2015,Work Experience by Education,Not Working,Some College,"Baltimore City, Maryland","20,943",,"20,943",,
2015,Work Experience by Education,Not Working,1 or more,"Baltimore City, Maryland","63,251",,"63,251",,
2015,Work Experience by Education,Not Working,Associate,"Baltimore City, Maryland","12,466",,"12,466",,
2015,Work Experience by Education,Not Working,Bachlor's,"Baltimore City, Maryland","27,629",,"27,629",,
2015,Work Experience by Education,Not Working,Master's,"Baltimore City, Maryland","12,398",,"12,398",,
2015,Work Experience by Education,Not Working,Professional,"Baltimore City, Maryland","2,753",,"2,753",,
2015,Work Experience by Education,Not Working,Doctoral,"Baltimore City, Maryland","2,496",,"2,496",,
2015,Work Experience by Education,Part Time,N/A,"Baltimore City, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,No School,"Baltimore City, Maryland","1,154",,"1,154",,
2015,Work Experience by Education,Part Time,Nursery,"Baltimore City, Maryland",10,,10,,
2015,Work Experience by Education,Part Time,Kindergarten,"Baltimore City, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 1,"Baltimore City, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 2,"Baltimore City, Maryland",40,,40,,
2015,Work Experience by Education,Part Time,Grade 3,"Baltimore City, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 4,"Baltimore City, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 5,"Baltimore City, Maryland",253,,253,,
2015,Work Experience by Education,Part Time,Grade 6,"Baltimore City, Maryland",181,,181,,
2015,Work Experience by Education,Part Time,Grade 7,"Baltimore City, Maryland",168,,168,,
2015,Work Experience by Education,Part Time,Grade 8,"Baltimore City, Maryland","1,013",,"1,013",,
2015,Work Experience by Education,Part Time,Grade 9,"Baltimore City, Maryland","1,494",,"1,494",,
2015,Work Experience by Education,Part Time,Grade 10,"Baltimore City, Maryland","3,873",,"3,873",,
2015,Work Experience by Education,Part Time,Grade 11,"Baltimore City, Maryland","3,577",,"3,577",,
2015,Work Experience by Education,Part Time,Grade 12,"Baltimore City, Maryland","1,582",,"1,582",,
2015,Work Experience by Education,Part Time,Regular Highschool Diploma,"Baltimore City, Maryland","19,930",,"19,930",,
2015,Work Experience by Education,Part Time,GED,"Baltimore City, Maryland","3,375",,"3,375",,
2015,Work Experience by Education,Part Time,Some College,"Baltimore City, Maryland","7,197",,"7,197",,
2015,Work Experience by Education,Part Time,1 or more,"Baltimore City, Maryland","21,302",,"21,302",,
2015,Work Experience by Education,Part Time,Associate,"Baltimore City, Maryland","3,171",,"3,171",,
2015,Work Experience by Education,Part Time,Bachlor's,"Baltimore City, Maryland","14,048",,"14,048",,
2015,Work Experience by Education,Part Time,Master's,"Baltimore City, Maryland","6,394",,"6,394",,
2015,Work Experience by Education,Part Time,Professional,"Baltimore City, Maryland","1,467",,"1,467",,
2015,Work Experience by Education,Part Time,Doctoral,"Baltimore City, Maryland",672,,672,,
2015,Work Experience by Education,Full Time,N/A,"Baltimore City, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,No School,"Baltimore City, Maryland","3,345",,"3,345",,
2015,Work Experience by Education,Full Time,Nursery,"Baltimore City, Maryland",142,,142,,
2015,Work Experience by Education,Full Time,Kindergarten,"Baltimore City, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 1,"Baltimore City, Maryland",415,,415,,
2015,Work Experience by Education,Full Time,Grade 2,"Baltimore City, Maryland",155,,155,,
2015,Work Experience by Education,Full Time,Grade 3,"Baltimore City, Maryland",340,,340,,
2015,Work Experience by Education,Full Time,Grade 4,"Baltimore City, Maryland",261,,261,,
2015,Work Experience by Education,Full Time,Grade 5,"Baltimore City, Maryland",334,,334,,
2015,Work Experience by Education,Full Time,Grade 6,"Baltimore City, Maryland","1,806",,"1,806",,
2015,Work Experience by Education,Full Time,Grade 7,"Baltimore City, Maryland","1,267",,"1,267",,
2015,Work Experience by Education,Full Time,Grade 8,"Baltimore City, Maryland","3,698",,"3,698",,
2015,Work Experience by Education,Full Time,Grade 9,"Baltimore City, Maryland","5,591",,"5,591",,
2015,Work Experience by Education,Full Time,Grade 10,"Baltimore City, Maryland","10,861",,"10,861",,
2015,Work Experience by Education,Full Time,Grade 11,"Baltimore City, Maryland","13,302",,"13,302",,
2015,Work Experience by Education,Full Time,Grade 12,"Baltimore City, Maryland","7,958",,"7,958",,
2015,Work Experience by Education,Full Time,Regular Highschool Diploma,"Baltimore City, Maryland","120,925",,"120,925",,
2015,Work Experience by Education,Full Time,GED,"Baltimore City, Maryland","19,338",,"19,338",,
2015,Work Experience by Education,Full Time,Some College,"Baltimore City, Maryland","23,991",,"23,991",,
2015,Work Experience by Education,Full Time,1 or more,"Baltimore City, Maryland","80,713",,"80,713",,
2015,Work Experience by Education,Full Time,Associate,"Baltimore City, Maryland","25,114",,"25,114",,
2015,Work Experience by Education,Full Time,Bachlor's,"Baltimore City, Maryland","108,498",,"108,498",,
2015,Work Experience by Education,Full Time,Master's,"Baltimore City, Maryland","55,833",,"55,833",,
2015,Work Experience by Education,Full Time,Professional,"Baltimore City, Maryland","19,747",,"19,747",,
2015,Work Experience by Education,Full Time,Doctoral,"Baltimore City, Maryland","12,818",,"12,818",,
2015,Work Experience by Poverty,Not Working,0-25,"Baltimore City, Maryland","116,035",,"116,035",,
2015,Work Experience by Poverty,Not Working,26-50,"Baltimore City, Maryland","41,707",,"41,707",,
2015,Work Experience by Poverty,Not Working,51-75,"Baltimore City, Maryland","55,908",,"55,908",,
2015,Work Experience by Poverty,Not Working,76-100,"Baltimore City, Maryland","55,262",,"55,262",,
2015,Work Experience by Poverty,Not Working,100-500,"Baltimore City, Maryland","310,396",,"310,396",,
2015,Work Experience by Poverty,Not Working,501,"Baltimore City, Maryland","58,057",,"58,057",,
2015,Work Experience by Poverty,Part Time,0-25,"Baltimore City, Maryland","12,503",,"12,503",,
2015,Work Experience by Poverty,Part Time,26-50,"Baltimore City, Maryland","8,609",,"8,609",,
2015,Work Experience by Poverty,Part Time,51-75,"Baltimore City, Maryland","4,965",,"4,965",,
2015,Work Experience by Poverty,Part Time,76-100,"Baltimore City, Maryland","6,951",,"6,951",,
2015,Work Experience by Poverty,Part Time,100-500,"Baltimore City, Maryland","46,988",,"46,988",,
2015,Work Experience by Poverty,Part Time,501,"Baltimore City, Maryland","10,885",,"10,885",,
2015,Work Experience by Poverty,Full Time,0-25,"Baltimore City, Maryland","10,394",,"10,394",,
2015,Work Experience by Poverty,Full Time,26-50,"Baltimore City, Maryland","8,037",,"8,037",,
2015,Work Experience by Poverty,Full Time,51-75,"Baltimore City, Maryland","9,096",,"9,096",,
2015,Work Experience by Poverty,Full Time,76-100,"Baltimore City, Maryland","14,123",,"14,123",,
2015,Work Experience by Poverty,Full Time,100-500,"Baltimore City, Maryland","312,035",,"312,035",,
2015,Work Experience by Poverty,Full Time,501,"Baltimore City, Maryland","162,767",,"162,767",,
2016,Work Experience by Gender,Not Working,Male,"Baltimore City, Maryland","291,906",,"291,906",,
2016,Work Experience by Gender,Part Time,Male,"Baltimore City, Maryland","36,725",,"36,725",,
2016,Work Experience by Gender,Full Time,Male,"Baltimore City, Maryland","253,201",,"253,201",,
2016,Work Experience by Gender,Not Working,Female,"Baltimore City, Maryland","318,673",,"318,673",,
2016,Work Experience by Gender,Part Time,Female,"Baltimore City, Maryland","57,609",,"57,609",,
2016,Work Experience by Gender,Full Time,Female,"Baltimore City, Maryland","277,904",,"277,904",,
2016,Work Experience by Race,Not Working,White,"Baltimore City, Maryland","146,084",,"146,084",,
2016,Work Experience by Race,Not Working,Black,"Baltimore City, Maryland","426,432",,"426,432",,
2016,Work Experience by Race,Not Working,American,"Baltimore City, Maryland","1,257",,"1,257",,
2016,Work Experience by Race,Not Working,Chinese,"Baltimore City, Maryland","3,301",,"3,301",,
2016,Work Experience by Race,Not Working,Japanese,"Baltimore City, Maryland",36,,36,,
2016,Work Experience by Race,Not Working,Other Asian,"Baltimore City, Maryland","9,755",,"9,755",,
2016,Work Experience by Race,Not Working,Other Race,"Baltimore City, Maryland","7,601",,"7,601",,
2016,Work Experience by Race,Not Working,Two Major Races,"Baltimore City, Maryland","13,255",,"13,255",,
2016,Work Experience by Race,Not Working,Three or More,"Baltimore City, Maryland","2,858",,"2,858",,
2016,Work Experience by Race,Part Time,White,"Baltimore City, Maryland","31,989",,"31,989",,
2016,Work Experience by Race,Part Time,Black,"Baltimore City, Maryland","56,643",,"56,643",,
2016,Work Experience by Race,Part Time,American,"Baltimore City, Maryland",226,,226,,
2016,Work Experience by Race,Part Time,Chinese,"Baltimore City, Maryland",461,,461,,
2016,Work Experience by Race,Part Time,Japanese,"Baltimore City, Maryland",134,,134,,
2016,Work Experience by Race,Part Time,Other Asian,"Baltimore City, Maryland","1,935",,"1,935",,
2016,Work Experience by Race,Part Time,Other Race,"Baltimore City, Maryland","1,164",,"1,164",,
2016,Work Experience by Race,Part Time,Two Major Races,"Baltimore City, Maryland","1,581",,"1,581",,
2016,Work Experience by Race,Part Time,Three or More,"Baltimore City, Maryland",201,,201,,
2016,Work Experience by Race,Full Time,White,"Baltimore City, Maryland","200,023",,"200,023",,
2016,Work Experience by Race,Full Time,Black,"Baltimore City, Maryland","294,200",,"294,200",,
2016,Work Experience by Race,Full Time,American,"Baltimore City, Maryland","1,083",,"1,083",,
2016,Work Experience by Race,Full Time,Chinese,"Baltimore City, Maryland","3,066",,"3,066",,
2016,Work Experience by Race,Full Time,Japanese,"Baltimore City, Maryland",375,,375,,
2016,Work Experience by Race,Full Time,Other Asian,"Baltimore City, Maryland","12,922",,"12,922",,
2016,Work Experience by Race,Full Time,Other Race,"Baltimore City, Maryland","8,961",,"8,961",,
2016,Work Experience by Race,Full Time,Two Major Races,"Baltimore City, Maryland","9,063",,"9,063",,
2016,Work Experience by Race,Full Time,Three or More,"Baltimore City, Maryland","1,412",,"1,412",,
2016,Work Experience by Education,Not Working,N/A,"Baltimore City, Maryland","45,658",,"45,658",,
2016,Work Experience by Education,Not Working,No School,"Baltimore City, Maryland","41,783",,"41,783",,
