Data Source,Time,Location,Indicator,IndicatorValue,Employment Status,Amount,Unemployment Rate,,Percentage,Format for charts,,
LAUS,2017,"Allegany County, MD",Not Seasonally Adjusted Annual Average,Employed,Employed,30576,,,,"30,576",,
LAUS,2017,"Allegany County, MD",Not Seasonally Adjusted Annual Average,Unemployed,Unemployed,1845,,,,"1,845",,
LAUS,2017,"Allegany County, MD",Not Seasonally Adjusted Annual Average,Unemployment Rate,Unemployment Rate,5.7,0.057,100,,6,6.1,0
LAUS,2016,"Allegany County, MD",Not Seasonally Adjusted Annual Average,Labor Force,Labor Force,32427,,,,"32,427",,
LAUS,2016,"Allegany County, MD",Not Seasonally Adjusted Annual Average,Employed,Employed,30464,,,,"30,464",,
LAUS,2016,"Allegany County, MD",Not Seasonally Adjusted Annual Average,Unemployed,Unemployed,1963,,,,"1,963",,
LAUS,2016,"Allegany County, MD",Not Seasonally Adjusted Annual Average,Unemployment Rate,Unemployment Rate,6.1,0.061,100,,6.1,7,0
LAUS,2015,"Allegany County, MD",Not Seasonally Adjusted Annual Average,Labor Force,Labor Force,32356,,,,"32,356",,
LAUS,2015,"Allegany County, MD",Not Seasonally Adjusted Annual Average,Employed,Employed,30092,,,,"30,092",,
LAUS,2015,"Allegany County, MD",Not Seasonally Adjusted Annual Average,Unemployed,Unemployed,2264,,,,"2,264",,
LAUS,2015,"Allegany County, MD",Not Seasonally Adjusted Annual Average,Unemployment Rate,Unemployment Rate,7,0.07,100,,7,7.6,0
LAUS,2013,"Allegany County, MD",Not Seasonally Adjusted Annual Average,Labor Force,Labor Force,33604,,,,"33,604",,
LAUS,2013,"Allegany County, MD",Not Seasonally Adjusted Annual Average,Employed,Employed,30738,,,,"30,738",,
LAUS,2013,"Allegany County, MD",Not Seasonally Adjusted Annual Average,Unemployed,Unemployed,2866,,,,"2,866",,
LAUS,2013,"Allegany County, MD",Not Seasonally Adjusted Annual Average,Unemployment Rate,Unemployment Rate,8.5,0.085,100,,8.5,,8.5
LAUS,"Jan
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32612,0.091,,,"32,612",,
LAUS,"Feb
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32943,0.091,,,"32,943",,
LAUS,"Mar
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32896,0.083,,,"32,896",,
LAUS,"Apr
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32424,0.07,,,"32,424",,
LAUS,"May
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32529,0.072,,,"32,529",,
LAUS,"Jun
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32404,0.078,,,"32,404",,
LAUS,"Jul
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32063,0.078,,,"32,063",,
LAUS,"Aug
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,31758,0.075,,,"31,758",,
LAUS,"Sep
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,31900,0.068,,,"31,900",,
LAUS,"Oct
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32285,0.067,,,"32,285",,
LAUS,"Nov
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32219,0.067,,,"32,219",,
LAUS,"Dec
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32230,0.071,,,"32,230",,
LAUS,"Jan
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32197,0.086,,,"32,197",,
LAUS,"Feb
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32549,0.082,,,"32,549",,
LAUS,"Mar
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32561,0.076,,,"32,561",,
LAUS,"Apr
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32418,0.065,,,"32,418",,
LAUS,"May
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32584,0.066,,,"32,584",,
LAUS,"Jun
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32636,0.073,,,"32,636",,
LAUS,"Jul
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32493,0.073,,,"32,493",,
LAUS,"Aug
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32184,0.069,,,"32,184",,
LAUS,"Sep
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32229,0.061,,,"32,229",,
LAUS,"Oct
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32471,0.061,,,"32,471",,
LAUS,"Nov
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32407,0.062,,,"32,407",,
LAUS,"Dec
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32393,0.064,,,"32,393",,
LAUS,"Jan
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32267,0.075,,,"32,267",,
LAUS,"Feb
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32645,0.074,,,"32,645",,
LAUS,"Mar
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32760,0.067,,,"32,760",,
LAUS,"Apr
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32472,0.058,,,"32,472",,
LAUS,"May
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32445,0.054,,,"32,445",,
LAUS,"Jun
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32550,0.063,,,"32,550",,
LAUS,"Jul
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32577,0.061,,,"32,577",,
LAUS,"Aug
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32098,0.062,,,"32,098",,
LAUS,"Sep
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32312,0.054,,,"32,312",,
LAUS,"Oct
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32443,0.054,,,"32,443",,
LAUS,"Nov
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32283,0.05,,,"32,283",,
LAUS,"Dec
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Labor Force,Labor Force,32197,0.056,,,"32,197",,
LAUS,"Jan
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,29806,0.091,,,"29,806",,
LAUS,"Feb
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30226,0.091,,,"30,226",,
LAUS,"Mar
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30395,0.083,,,"30,395",,
LAUS,"Apr
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30309,0.07,,,"30,309",,
LAUS,"May
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30367,0.072,,,"30,367",,
LAUS,"Jun
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30049,0.078,,,"30,049",,
LAUS,"Jul
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,29727,0.078,,,"29,727",,
LAUS,"Aug
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,29561,0.075,,,"29,561",,
LAUS,"Sep
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,29947,0.068,,,"29,947",,
LAUS,"Oct
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30329,0.067,,,"30,329",,
LAUS,"Nov
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30226,0.067,,,"30,226",,
LAUS,"Dec
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30159,0.071,,,"30,159",,
LAUS,"Jan
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,29787,0.086,,,"29,787",,
LAUS,"Feb
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30141,0.082,,,"30,141",,
LAUS,"Mar
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30384,0.076,,,"30,384",,
LAUS,"Apr
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30553,0.065,,,"30,553",,
LAUS,"May
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30834,0.066,,,"30,834",,
LAUS,"Jun
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30585,0.073,,,"30,585",,
LAUS,"Jul
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30507,0.073,,,"30,507",,
LAUS,"Aug
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30201,0.069,,,"30,201",,
LAUS,"Sep
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30496,0.061,,,"30,496",,
LAUS,"Oct
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30733,0.061,,,"30,733",,
LAUS,"Nov
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30775,0.062,,,"30,775",,
LAUS,"Dec
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30566,0.064,,,"30,566",,
LAUS,"Jan
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,29988,0.075,,,"29,988",,
LAUS,"Feb
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30363,0.074,,,"30,363",,
LAUS,"Mar
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30583,0.067,,,"30,583",,
LAUS,"Apr
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30658,0.058,,,"30,658",,
LAUS,"May
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30752,0.054,,,"30,752",,
LAUS,"Jun
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30667,0.063,,,"30,667",,
LAUS,"Jul
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30755,0.061,,,"30,755",,
LAUS,"Aug
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30391,0.062,,,"30,391",,
LAUS,"Sep
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30866,0.054,,,"30,866",,
LAUS,"Oct
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30870,0.054,,,"30,870",,
LAUS,"Nov
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30606,0.05,,,"30,606",,
LAUS,"Dec
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Employed,Employed,30416,0.056,,,"30,416",,
LAUS,"Jan
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2806,0.091,,,"2,806",,
LAUS,"Feb
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2717,0.091,,,"2,717",,
LAUS,"Mar
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2501,0.083,,,"2,501",,
LAUS,"Apr
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2115,0.07,,,"2,115",,
LAUS,"May
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2162,0.072,,,"2,162",,
LAUS,"Jun
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2355,0.078,,,"2,355",,
LAUS,"Jul
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2336,0.078,,,"2,336",,
LAUS,"Aug
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2197,0.075,,,"2,197",,
LAUS,"Sep
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1953,0.068,,,"1,953",,
LAUS,"Oct
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1956,0.067,,,"1,956",,
LAUS,"Nov
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1993,0.067,,,"1,993",,
LAUS,"Dec
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2071,0.071,,,"2,071",,
LAUS,"Jan
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2410,0.086,,,"2,410",,
LAUS,"Feb
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2408,0.082,,,"2,408",,
LAUS,"Mar
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2177,0.076,,,"2,177",,
LAUS,"Apr
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1865,0.065,,,"1,865",,
LAUS,"May
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1750,0.066,,,"1,750",,
LAUS,"Jun
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2051,0.073,,,"2,051",,
LAUS,"Jul
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1986,0.073,,,"1,986",,
LAUS,"Aug
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1983,0.069,,,"1,983",,
LAUS,"Sep
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1733,0.061,,,"1,733",,
LAUS,"Oct
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1738,0.061,,,"1,738",,
LAUS,"Nov
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1632,0.062,,,"1,632",,
LAUS,"Dec
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1827,0.064,,,"1,827",,
LAUS,"Jan
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2279,0.075,,,"2,279",,
LAUS,"Feb
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2282,0.074,,,"2,282",,
LAUS,"Mar
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,2177,0.067,,,"2,177",,
LAUS,"Apr
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1814,0.058,,,"1,814",,
LAUS,"May
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1693,0.054,,,"1,693",,
LAUS,"Jun
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1883,0.063,,,"1,883",,
LAUS,"Jul
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1822,0.061,,,"1,822",,
LAUS,"Aug
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1707,0.062,,,"1,707",,
LAUS,"Sep
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1446,0.054,,,"1,446",,
LAUS,"Oct
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1573,0.054,,,"1,573",,
LAUS,"Nov
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1677,0.05,,,"1,677",,
LAUS,"Dec
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployed,Unemployed,1781,0.056,,,"1,781",,
LAUS,"Jan
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,8.6,0.086,100,,8.6,9.1,0
LAUS,"Feb
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,8.2,0.082,100,,8.2,9.1,0
LAUS,"Mar
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,7.6,0.076,100,,7.6,8.3,0
LAUS,"Apr
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,6.5,0.065,100,,6.5,7,0
LAUS,"May
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,6.6,0.066,100,,6.6,7.2,0
LAUS,"Jun
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,7.3,0.073,100,,7.3,7.8,0
LAUS,"Jul
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,7.3,0.073,100,,7.3,7.8,0
LAUS,"Aug
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,6.9,0.069,100,,6.9,7.5,0
LAUS,"Sep
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,6.1,0.061,100,,6.1,6.8,0
LAUS,"Oct
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,6.1,0.061,100,,6.1,6.7,0
LAUS,"Nov
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,6.2,0.062,100,,6.2,6.7,0
LAUS,"Dec
2015","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,6.4,0.064,100,,6.4,7.1,0
LAUS,"Jan
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,7.5,0.075,100,,7.5,8.6,0
LAUS,"Feb
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,7.4,0.074,100,,7.4,8.2,0
LAUS,"Mar
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,6.7,0.067,100,,6.7,7.6,0
LAUS,"Apr
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.8,0.058,100,,5.8,6.5,0
LAUS,"May
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.4,0.054,100,,5.4,6.6,0
LAUS,"Jun
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,6.3,0.063,100,,6.3,7.3,0
LAUS,"Jul
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,6.1,0.061,100,,6.1,7.3,0
LAUS,"Aug
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,6.2,0.062,100,,6.2,6.9,0
LAUS,"Sep
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.4,0.054,100,,5.4,6.1,0
LAUS,"Oct
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.4,0.054,100,,5.4,6.1,0
LAUS,"Nov
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5,0.05,100,,5,6.2,0
LAUS,"Dec
2016","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.6,0.056,100,,5.6,6.4,0
LAUS,"Jan
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,7.1,0.071,100,,7.1,,
LAUS,"Feb
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,7,0.07,100,,7,,
LAUS,"Mar
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,6.6,0.066,100,,6.6,,
LAUS,"Apr
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.6,0.056,100,,5.6,,
LAUS,"May
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.2,0.052,100,,5.2,,
LAUS,"Jun
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.8,0.058,100,,5.8,,
LAUS,"Jul
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.6,0.056,100,,5.6,,
LAUS,"Aug
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.3,0.053,100,,5.3,,
LAUS,"Sep
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.5,0.045,100,,4.5,,
LAUS,"Oct
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.8,0.048,100,,4.8,,
LAUS,"Nov
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.2,0.052,100,,5.2,,
LAUS,"Dec
2017","Allegany County, MD",Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.5,0.055,100,,5.5,,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Accommodation and food services,,3289,,,,"3,289",,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Administrative and waste services,,1226,,,,"1,226",,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,"Agriculture, forestry, fishing and hunting",,0,,,,0,,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,"Arts, entertainment, and recreation",,312,,,,312,,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Construction,,1033,,,,"1,033",,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Educational services,,2180,,,,"2,180",,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Finance and insurance,,739,,,,739,,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Health care and social assistance,,6025,,,,"6,025",,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Information,,451,,,,451,,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Management of companies and enterprises,,0,,,,0,,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Manufacturing,,2659,,,,"2,659",,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,"Mining, quarrying, and oil and gas extraction",,0,,,,0,,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,"Other services, except public administration",,891,,,,891,,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Professional and technical services,,0,,,,0,,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Public administration,,2774,,,,"2,774",,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Real estate and rental and leasing,,157,,,,157,,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Retail trade,,3714,,,,"3,714",,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,"Total, all industries",,58379,,,,"58,379",,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Transportation and warehousing,,819,,,,819,,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Utilities,,0,,,,0,,
QCEW,2013,"Allegany County, Maryland",Employment by Industry Annual Average,Wholesale trade,,0,,,,0,,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Accommodation and food services,,3390,,,,"3,390",,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Administrative and waste services,,1240,,,,"1,240",,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,"Agriculture, forestry, fishing and hunting",,6,,,,6,,
