Data Source,Time,Location,Indicator,IndicatorValue,Employment Status,Amount,Unemployment Rate,,Percentage,Format for charts,,
LAUS ,2017,Maryland -- Maryland Statewide,Not Seasonally Adjusted Annual Average,Employed,Employed,3096583,,,,"3,096,583",,
LAUS ,2017,Maryland -- Maryland Statewide,Not Seasonally Adjusted Annual Average,Unemployed,Unemployed,130736,,,,"130,736",,
LAUS,2017,Maryland -- Maryland Statewide,Not Seasonally Adjusted Annual Average,Unemployment Rate,Unemployment Rate,4.1,0.041,100,,4,4.3,0
LAUS,2016,Maryland -- Maryland Statewide,Not Seasonally Adjusted Annual Average,Labor Force,Labor Force,3170011,,,,"3,170,011",,
LAUS,2016,Maryland -- Maryland Statewide,Not Seasonally Adjusted Annual Average,Employed,Employed,3034131,,,,"3,034,131",,
LAUS,2016,Maryland -- Maryland Statewide,Not Seasonally Adjusted Annual Average,Unemployed,Unemployed,135880,,,,"135,880",,
LAUS,2016,Maryland -- Maryland Statewide,Not Seasonally Adjusted Annual Average,Unemployment Rate,Unemployment Rate,4.3,0.043,100,,4.3,5.1,0
LAUS,2015,Maryland -- Maryland Statewide,Not Seasonally Adjusted Annual Average,Labor Force,Labor Force,3147440,,,,"3,147,440",,
LAUS,2015,Maryland -- Maryland Statewide,Not Seasonally Adjusted Annual Average,Employed,Employed,2986815,,,,"2,986,815",,
LAUS,2015,Maryland -- Maryland Statewide,Not Seasonally Adjusted Annual Average,Unemployed,Unemployed,160625,,,,"160,625",,
LAUS,2015,Maryland -- Maryland Statewide,Not Seasonally Adjusted Annual Average,Unemployment Rate,Unemployment Rate,5.1,0.051,100,,5.1,5.8,0
LAUS,2013,Maryland -- Maryland Statewide,Not Seasonally Adjusted Annual Average,Labor Force,Labor Force,3127156,,,,"3,127,156",,
LAUS,2013,Maryland -- Maryland Statewide,Not Seasonally Adjusted Annual Average,Employed,Employed,2920245,,,,"2,920,245",,
LAUS,2013,Maryland -- Maryland Statewide,Not Seasonally Adjusted Annual Average,Unemployed,Unemployed,206911,,,,"206,911",,
LAUS,2013,Maryland -- Maryland Statewide,Not Seasonally Adjusted Annual Average,Unemployment Rate,Unemployment Rate,6.6,0.066,100,,6.6,,6.6
LAUS,"Jan
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3121138,0.063,,,"3,121,138",,
LAUS,"Feb
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3115309,0.063,,,"3,115,309",,
LAUS,"Mar
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3125309,0.061,,,"3,125,309",,
LAUS,"Apr
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3123266,0.054,,,"3,123,266",,
LAUS,"May
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3150439,0.058,,,"3,150,439",,
LAUS,"Jun
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3178177,0.061,,,"3,178,177",,
LAUS,"Jul
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3198909,0.062,,,"3,198,909",,
LAUS,"Aug
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3163596,0.06,,,"3,163,596",,
LAUS,"Sep
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3140981,0.055,,,"3,140,981",,
LAUS,"Oct
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3156821,0.054,,,"3,156,821",,
LAUS,"Nov
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3151406,0.054,,,"3,151,406",,
LAUS,"Dec
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3143936,0.052,,,"3,143,936",,
LAUS,"Jan
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3134982,0.059,,,"3,134,982",,
LAUS,"Feb
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3138625,0.056,,,"3,138,625",,
LAUS,"Mar
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3151868,0.054,,,"3,151,868",,
LAUS,"Apr
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3143001,0.048,,,"3,143,001",,
LAUS,"May
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3151996,0.051,,,"3,151,996",,
LAUS,"Jun
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3190270,0.054,,,"3,190,270",,
LAUS,"Jul
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3219317,0.053,,,"3,219,317",,
LAUS,"Aug
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3191365,0.051,,,"3,191,365",,
LAUS,"Sep
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3177815,0.048,,,"3,177,815",,
LAUS,"Oct
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3187678,0.048,,,"3,187,678",,
LAUS,"Nov
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3180574,0.047,,,"3,180,574",,
LAUS,"Dec
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3172633,0.044,,,"3,172,633",,
LAUS,"Jan
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3180882,0.048,,,"3,180,882",,
LAUS,"Feb
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3195826,0.047,,,"3,195,826",,
LAUS,"Mar
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3209986,0.044,,,"3,209,986",,
LAUS,"Apr
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3201457,0.04,,,"3,201,457",,
LAUS,"May
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3203889,0.04,,,"3,203,889",,
LAUS,"Jun
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3257927,0.045,,,"3,257,927",,
LAUS,"Jul
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3294081,0.044,,,"3,294,081",,
LAUS,"Aug
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3264665,0.044,,,"3,264,665",,
LAUS,"Sep
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3243578,0.042,,,"3,243,578",,
LAUS,"Oct
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3242273,0.042,,,"3,242,273",,
LAUS,"Nov
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3230586,0.04,,,"3,230,586",,
LAUS,"Dec
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Labor Force,Labor Force,3202685,0.039,,,"3,202,685",,
LAUS,"Jan
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,2938160,0.063,,,"2,938,160",,
LAUS,"Feb
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,2940003,0.063,,,"2,940,003",,
LAUS,"Mar
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,2957738,0.061,,,"2,957,738",,
LAUS,"Apr
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,2971890,0.054,,,"2,971,890",,
LAUS,"May
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,2988216,0.058,,,"2,988,216",,
LAUS,"Jun
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3008133,0.061,,,"3,008,133",,
LAUS,"Jul
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3029238,0.062,,,"3,029,238",,
LAUS,"Aug
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3002768,0.06,,,"3,002,768",,
LAUS,"Sep
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,2990354,0.055,,,"2,990,354",,
LAUS,"Oct
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3004882,0.054,,,"3,004,882",,
LAUS,"Nov
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3004656,0.054,,,"3,004,656",,
LAUS,"Dec
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3005746,0.052,,,"3,005,746",,
LAUS,"Jan
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,2985179,0.059,,,"2,985,179",,
LAUS,"Feb
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,2991274,0.056,,,"2,991,274",,
LAUS,"Mar
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3012098,0.054,,,"3,012,098",,
LAUS,"Apr
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3016490,0.048,,,"3,016,490",,
LAUS,"May
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3026453,0.051,,,"3,026,453",,
LAUS,"Jun
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3047294,0.054,,,"3,047,294",,
LAUS,"Jul
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3076364,0.053,,,"3,076,364",,
LAUS,"Aug
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3051378,0.051,,,"3,051,378",,
LAUS,"Sep
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3045351,0.048,,,"3,045,351",,
LAUS,"Oct
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3053972,0.048,,,"3,053,972",,
LAUS,"Nov
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3054001,0.047,,,"3,054,001",,
LAUS,"Dec
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3049712,0.044,,,"3,049,712",,
LAUS,"Jan
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3038818,0.048,,,"3,038,818",,
LAUS,"Feb
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3051200,0.047,,,"3,051,200",,
LAUS,"Mar
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3071729,0.044,,,"3,071,729",,
LAUS,"Apr
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3077199,0.04,,,"3,077,199",,
LAUS,"May
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3077917,0.04,,,"3,077,917",,
LAUS,"Jun
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3120763,0.045,,,"3,120,763",,
LAUS,"Jul
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3156243,0.044,,,"3,156,243",,
LAUS,"Aug
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3133827,0.044,,,"3,133,827",,
LAUS,"Sep
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3130433,0.042,,,"3,130,433",,
LAUS,"Oct
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3119908,0.042,,,"3,119,908",,
LAUS,"Nov
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3101234,0.04,,,"3,101,234",,
LAUS,"Dec
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Employed,Employed,3079729,0.039,,,"3,079,729",,
LAUS,"Jan
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,182978,0.063,,,"182,978",,
LAUS,"Feb
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,175306,0.063,,,"175,306",,
LAUS,"Mar
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,167571,0.061,,,"167,571",,
LAUS,"Apr
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,151376,0.054,,,"151,376",,
LAUS,"May
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,162223,0.058,,,"162,223",,
LAUS,"Jun
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,170044,0.061,,,"170,044",,
LAUS,"Jul
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,169671,0.062,,,"169,671",,
LAUS,"Aug
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,160828,0.06,,,"160,828",,
LAUS,"Sep
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,150627,0.055,,,"150,627",,
LAUS,"Oct
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,151939,0.054,,,"151,939",,
LAUS,"Nov
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,146750,0.054,,,"146,750",,
LAUS,"Dec
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,138190,0.052,,,"138,190",,
LAUS,"Jan
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,149803,0.059,,,"149,803",,
LAUS,"Feb
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,147351,0.056,,,"147,351",,
LAUS,"Mar
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,139770,0.054,,,"139,770",,
LAUS,"Apr
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,126511,0.048,,,"126,511",,
LAUS,"May
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,125543,0.051,,,"125,543",,
LAUS,"Jun
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,142976,0.054,,,"142,976",,
LAUS,"Jul
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,142953,0.053,,,"142,953",,
LAUS,"Aug
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,139987,0.051,,,"139,987",,
LAUS,"Sep
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,132464,0.048,,,"132,464",,
LAUS,"Oct
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,133706,0.048,,,"133,706",,
LAUS,"Nov
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,126573,0.047,,,"126,573",,
LAUS,"Dec
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,122921,0.044,,,"122,921",,
LAUS,"Jan
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,142064,0.048,,,"142,064",,
LAUS,"Feb
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,144626,0.047,,,"144,626",,
LAUS,"Mar
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,138257,0.044,,,"138,257",,
LAUS,"Apr
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,124258,0.04,,,"124,258",,
LAUS,"May
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,125972,0.04,,,"125,972",,
LAUS,"Jun
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,137164,0.045,,,"137,164",,
LAUS,"Jul
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,137838,0.044,,,"137,838",,
LAUS,"Aug
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,130838,0.044,,,"130,838",,
LAUS,"Sep
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,113145,0.042,,,"113,145",,
LAUS,"Oct
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,122365,0.042,,,"122,365",,
LAUS,"Nov
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,129352,0.04,,,"129,352",,
LAUS,"Dec
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployed,Unemployed,122956,0.039,,,"122,956",,
LAUS,"Jan
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.9,0.059,100,,5.9,6.3,0
LAUS,"Feb
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.6,0.056,100,,5.6,6.3,0
LAUS,"Mar
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.4,0.054,100,,5.4,6.1,0
LAUS,"Apr
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.8,0.048,100,,4.8,5.4,0
LAUS,"May
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.1,0.051,100,,5.1,5.8,0
LAUS,"Jun
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.4,0.054,100,,5.4,6.1,0
LAUS,"Jul
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.3,0.053,100,,5.3,6.2,0
LAUS,"Aug
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,5.1,0.051,100,,5.1,6,0
LAUS,"Sep
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.8,0.048,100,,4.8,5.5,0
LAUS,"Oct
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.8,0.048,100,,4.8,5.4,0
LAUS,"Nov
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.7,0.047,100,,4.7,5.4,0
LAUS,"Dec
2015",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.4,0.044,100,,4.4,5.2,0
LAUS,"Jan
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.8,0.048,100,,4.8,5.9,0
LAUS,"Feb
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.7,0.047,100,,4.7,5.6,0
LAUS,"Mar
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.4,0.044,100,,4.4,5.4,0
LAUS,"Apr
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4,0.04,100,,4,4.8,0
LAUS,"May
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4,0.04,100,,4,5.1,0
LAUS,"Jun
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.5,0.045,100,,4.5,5.4,0
LAUS,"Jul
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.4,0.044,100,,4.4,5.3,0
LAUS,"Aug
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.4,0.044,100,,4.4,5.1,0
LAUS,"Sep
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.2,0.042,100,,4.2,4.8,0
LAUS,"Oct
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.2,0.042,100,,4.2,4.8,0
LAUS,"Nov
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4,0.04,100,,4,4.7,0
LAUS,"Dec
2016",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,3.9,0.039,100,,3.9,4.4,0
LAUS,"Jan
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.5,0.045,100,,4.5,,
LAUS,"Feb
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.5,0.045,100,,4.5,,
LAUS,"Mar
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.3,0.043,100,,4.3,,
LAUS,"Apr
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,3.9,0.039,100,,3.9,,
LAUS,"May
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,3.9,0.039,100,,3.9,,
LAUS,"Jun
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.2,0.042,100,,4.2,,
LAUS,"Jul
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4.2,0.042,100,,4.2,,
LAUS,"Aug
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4,0.04,100,,4,,
LAUS,"Sep
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,3.5,0.035,100,,3.5,,
LAUS,"Oct
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,3.8,0.038,100,,3.8,,
LAUS,"Nov
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,4,0.04,100,,4,,
LAUS,"Dec
2017",Maryland -- Maryland Statewide,Not Seasonally Adjusted Monthly,Unemployment Rate,Unemployment Rate,3.8,0.038,100,,3.8,,
QCEW,2013,Maryland -- Maryland Statewide,Employment by Industry Annual Average,Accommodation and food services,,212658,,,,"212,658",,
QCEW,2013,Maryland -- Maryland Statewide,Employment by Industry Annual Average,Administrative and waste services,,156904,,,,"156,904",,
QCEW,2013,Maryland -- Maryland Statewide,Employment by Industry Annual Average,"Agriculture, forestry, fishing and hunting",,4978,,,,"4,978",,
