Time,Indicator,Employment Status,Indicator Status,Location,Amount,Unemployment Rate,format,,
2015,Employment Status By Education,NIL,Less than Highschool,"Cecil County, Maryland",3006,," 3,006 ",,
2015,Employment Status By Education,NIL,Highschool,"Cecil County, Maryland",4974,," 4,974 ",,
2015,Employment Status By Education,NIL,Some College,"Cecil County, Maryland",2836,," 2,836 ",,
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Cecil County, Maryland",1410,," 1,410 ",,
2017,Employment Status By Poverty Status,Labor Force,Above Poverty,"Cecil County, Maryland",51538,," 51,538 ",,
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Cecil County, Maryland",2201,," 2,201 ",,
2017,Employment Status By Poverty Status,Employed,Above Poverty,"Cecil County, Maryland",48983,," 48,983 ",,
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Cecil County, Maryland",1635,," 1,635 ",,
2017,Employment Status By Poverty Status,Unemployed,Above Poverty,"Cecil County, Maryland",2555,," 2,555 ",,
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Cecil County, Maryland",566,, 566 ,,
2016,Employment Status By Poverty Status,Labor Force,Above Poverty,"Cecil County, Maryland",50827,," 50,827 ",,
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Cecil County, Maryland",2325,," 2,325 ",,
2016,Employment Status By Poverty Status,Employed,Above Poverty,"Cecil County, Maryland",47925,," 47,925 ",,
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Cecil County, Maryland",1738,," 1,738 ",,
2016,Employment Status By Poverty Status,Unemployed,Above Poverty,"Cecil County, Maryland",2902,," 2,902 ",,
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Cecil County, Maryland",587,, 587 ,,
2015,Employment Status By Poverty Status,Labor Force,Above Poverty,"Cecil County, Maryland",50598,," 50,598 ",,
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Cecil County, Maryland",2199,," 2,199 ",,
2015,Employment Status By Poverty Status,Employed,Above Poverty,"Cecil County, Maryland",47303,," 47,303 ",,
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Cecil County, Maryland",1544,," 1,544 ",,
2015,Employment Status By Poverty Status,Unemployed,Above Poverty,"Cecil County, Maryland",3295,," 3,295 ",,
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Cecil County, Maryland",655,, 655 ,,
2017,Median Household Income,,,"Cecil County, Maryland",70516,," $70,516 ",,
2016,Median Household Income,,,"Cecil County, Maryland",67938,," $67,938 ",,
2015,Median Household Income,,,"Cecil County, Maryland",66396,," $66,396 ",,
2017,Total Population,,,"Cecil County, Maryland",102416,," 102,416 ",,
2016,Total Population,,,"Cecil County, Maryland",102175,," 102,175 ",,
2015,Total Population,,,"Cecil County, Maryland",101960,," 101,960 ",,
2017,Unemployment By Gender,,Male,"Cecil County, Maryland",6.2,0.062,6.20%,,
2017,Unemployment By Gender,,Female,"Cecil County, Maryland",4.7,0.047,4.70%,,
2016,Unemployment By Gender,,Male,"Cecil County, Maryland",6.7,0.067,6.70%,,
2016,Unemployment By Gender,,Female,"Cecil County, Maryland",5.7,0.057,5.70%,,
2015,Unemployment By Gender,,Male,"Cecil County, Maryland",8.5,0.085,8.50%,,
2015,Unemployment By Gender,,Female,"Cecil County, Maryland",5.2,0.052,5.20%,,
2017,Unemployment By Race,,White,"Cecil County, Maryland",5.9,0.059,5.90%,,
2017,Unemployment By Race,,Black,"Cecil County, Maryland",4.6,0.046,4.60%,,
2017,Unemployment By Race,,Asian,"Cecil County, Maryland",4.9,0.049,4.90%,,
2017,Unemployment By Race,,Hispanic,"Cecil County, Maryland",5.1,0.051,5.10%,,
2016,Unemployment By Race,,White,"Cecil County, Maryland",6.4,0.064,6.40%,,
2016,Unemployment By Race,,Black,"Cecil County, Maryland",7.9,0.079,7.90%,,
2016,Unemployment By Race,,Asian,"Cecil County, Maryland",5.5,0.055,5.50%,,
2016,Unemployment By Race,,Hispanic,"Cecil County, Maryland",7.7,0.077,7.70%,,
2015,Unemployment By Race,,White,"Cecil County, Maryland",7.1,0.071,7.10%,,
2015,Unemployment By Race,,Black,"Cecil County, Maryland",9.7,0.097,9.70%,,
2015,Unemployment By Race,,Asian,"Cecil County, Maryland",12.2,0.122,12.20%,,
2015,Unemployment By Race,,Hispanic,"Cecil County, Maryland",5.5,0.055,5.50%,,
2017,Unemployment By Veteran Status,,Veteran,"Cecil County, Maryland",4.6,0.046,4.60%,,
2017,Unemployment By Veteran Status,,Non Veteran,"Cecil County, Maryland",5.8,0.058,5.80%,,
2016,Unemployment By Veteran Status,,Veteran,"Cecil County, Maryland",4.7,0.047,4.70%,,
2016,Unemployment By Veteran Status,,Non Veteran,"Cecil County, Maryland",6.7,0.067,6.70%,,
2015,Unemployment By Veteran Status,,Veteran,"Cecil County, Maryland",4.6,0.046,4.60%,,
2015,Unemployment By Veteran Status,,Non Veteran,"Cecil County, Maryland",7.6,0.076,7.60%,,
2015Q1,Number of TANF Recipient Workers,Employed,,"Cecil County, Maryland",57,, 57 ,,57
2015Q2,Number of TANF Recipient Workers,Employed,,"Cecil County, Maryland",79,, 79 ,,79
2015Q3,Number of TANF Recipient Workers,Employed,,"Cecil County, Maryland",81,, 81 ,,81
2015Q4,Number of TANF Recipient Workers,Employed,,"Cecil County, Maryland",75,, 75 ,,75
2016Q1,Number of TANF Recipient Workers,Employed,,"Cecil County, Maryland",68,, 68 ,,68
2016Q2,Number of TANF Recipient Workers,Employed,,"Cecil County, Maryland",73,, 73 ,,73
2016Q3,Number of TANF Recipient Workers,Employed,,"Cecil County, Maryland",69,, 69 ,,69
2016Q4,Number of TANF Recipient Workers,Employed,,"Cecil County, Maryland",59,, 59 ,,59
2015Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Cecil County, Maryland",0.018888,0.019,1.89%,,0.019
2015Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Cecil County, Maryland",0.020484,0.02,2.05%,,0.02
2015Q3,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Cecil County, Maryland",0.008658,0.009,0.87%,0.008658,0.90%
2015Q4,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Cecil County, Maryland",0.018824,0.019,1.88%,0.018824,1.90%
2016Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Cecil County, Maryland",0.026379,0.026,2.64%,0.026379,2.60%
2016Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Cecil County, Maryland",0.023641,0.024,2.36%,0.023641,2.40%
2016Q3,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Cecil County, Maryland",0.021523,0,2.15%,0.021523,2.15%
2016Q4,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Cecil County, Maryland",0.022337,0,2.23%,0.022337,2.23%
2017Q1,Number of TANF Recipient Workers,Employed,,"Cecil County, Maryland",50,, 50 ,,50
2017Q2,Number of TANF Recipient Workers,Employed,,"Cecil County, Maryland",65,, 65 ,,65
2017Q1,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Cecil County, Maryland",0.018405,, 0 ,0.018405,1.84%
2017Q2,Percentage of Workforce Training Program/Service Participants in TANF,Employed,,"Cecil County, Maryland",0.018797,, 0 ,0.018797,1.88%
2016Q3,Percentage of TANF Recipients among Maryland Workers,Employed,,"Cecil County, Maryland",0.002138,, 0 ,0.002138,0.21%
2016Q4,Percentage of TANF Recipients among Maryland Workers,Employed,,"Cecil County, Maryland",0.001839,, 0 ,0.001839,0.18%
2017Q1,Percentage of TANF Recipients among Maryland Workers,Employed,,"Cecil County, Maryland",0.001606,, 0 ,0.001606,0.16%
2017Q2,Percentage of TANF Recipients among Maryland Workers,Employed,,"Cecil County, Maryland",0.002015,, 0 ,0.002015,0.20%
2016,Snap Recipient Workers,,,"Cecil County, Maryland",4830,," 4,830 ",,
2017,Snap Recipient Workers,,,"Cecil County, Maryland",4921,," 4,921 ",,
2018,Snap Recipient Workers,,,"Cecil County, Maryland",5041,," 5,041 ",,
2016,Snap Recipient Workers by Percentage,,,"Cecil County, Maryland",0.0178,1.78,1.78%,,
2017,Snap Recipient Workers by Percentage,,,"Cecil County, Maryland",0.0181,1.81,1.81%,,
2018,Snap Recipient Workers by Percentage,,,"Cecil County, Maryland",0.0183,1.83,1.83%,,
2015,Work Experience by Gender,Not Working,Male,"Cecil County, Maryland","40,157",," 40,157 ",,
2015,Work Experience by Gender,Part Time,Male,"Cecil County, Maryland","5,986",," 5,986 ",,
2015,Work Experience by Gender,Full Time,Male,"Cecil County, Maryland","46,115",," 46,115 ",,
2015,Work Experience by Gender,Not Working,Female,"Cecil County, Maryland","47,886",," 47,886 ",,
2015,Work Experience by Gender,Part Time,Female,"Cecil County, Maryland","8,855",," 8,855 ",,
2015,Work Experience by Gender,Full Time,Female,"Cecil County, Maryland","34,744",," 34,744 ",,
2016,Work Experience by Gender,Not Working,Male,"Cecil County, Maryland","43,359",," 43,359 ",,
2016,Work Experience by Gender,Part Time,Male,"Cecil County, Maryland","6,317",," 6,317 ",,
2016,Work Experience by Gender,Full Time,Male,"Cecil County, Maryland","51,962",," 51,962 ",,
2016,Work Experience by Gender,Not Working,Female,"Cecil County, Maryland","50,837",," 50,837 ",,
2016,Work Experience by Gender,Part Time,Female,"Cecil County, Maryland","11,434",," 11,434 ",,
2016,Work Experience by Gender,Full Time,Female,"Cecil County, Maryland","40,667",," 40,667 ",,
2017,Work Experience by Gender,Not Working,Male,"Cecil County, Maryland","44,505",," 44,505 ",,
2017,Work Experience by Gender,Part Time,Male,"Cecil County, Maryland","5,721",," 5,721 ",,
2017,Work Experience by Gender,Full Time,Male,"Cecil County, Maryland","52,567",," 52,567 ",,
2017,Work Experience by Gender,Not Working,Female,"Cecil County, Maryland","50,676",," 50,676 ",,
2017,Work Experience by Gender,Part Time,Female,"Cecil County, Maryland","9,313",," 9,313 ",,
2017,Work Experience by Gender,Full Time,Female,"Cecil County, Maryland","42,168",," 42,168 ",,
2015,Work Experience by Race,Not Working,White,"Cecil County, Maryland","76,392",," 76,392 ",,
2015,Work Experience by Race,Not Working,Black,"Cecil County, Maryland","6,118",," 6,118 ",,
2015,Work Experience by Race,Not Working,American,"Cecil County, Maryland",148,, 148 ,,
2015,Work Experience by Race,Not Working,Chinese,"Cecil County, Maryland",150,, 150 ,,
2015,Work Experience by Race,Not Working,Japanese,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Race,Not Working,Other Asian,"Cecil County, Maryland","1,680",," 1,680 ",,
2015,Work Experience by Race,Not Working,Other Race,"Cecil County, Maryland",295,, 295 ,,
2015,Work Experience by Race,Not Working,Two Major Races,"Cecil County, Maryland","3,260",," 3,260 ",,
2015,Work Experience by Race,Not Working,Three or More,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Race,Part Time,White,"Cecil County, Maryland","12,721",," 12,721 ",,
2015,Work Experience by Race,Part Time,Black,"Cecil County, Maryland",319,, 319 ,,
2015,Work Experience by Race,Part Time,American,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Race,Part Time,Chinese,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Race,Part Time,Japanese,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Race,Part Time,Other Asian,"Cecil County, Maryland",268,, 268 ,,
2015,Work Experience by Race,Part Time,Other Race,"Cecil County, Maryland","1,062",," 1,062 ",,
2015,Work Experience by Race,Part Time,Two Major Races,"Cecil County, Maryland",471,, 471 ,,
2015,Work Experience by Race,Part Time,Three or More,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Race,Full Time,White,"Cecil County, Maryland","73,151",," 73,151 ",,
2015,Work Experience by Race,Full Time,Black,"Cecil County, Maryland","4,493",," 4,493 ",,
2015,Work Experience by Race,Full Time,American,"Cecil County, Maryland",12,, 12 ,,
2015,Work Experience by Race,Full Time,Chinese,"Cecil County, Maryland",68,, 68 ,,
2015,Work Experience by Race,Full Time,Japanese,"Cecil County, Maryland",87,, 87 ,,
2015,Work Experience by Race,Full Time,Other Asian,"Cecil County, Maryland",781,, 781 ,,
2015,Work Experience by Race,Full Time,Other Race,"Cecil County, Maryland",976,, 976 ,,
2015,Work Experience by Race,Full Time,Two Major Races,"Cecil County, Maryland","1,291",," 1,291 ",,
2015,Work Experience by Race,Full Time,Three or More,"Cecil County, Maryland",0,, -   ,,
2016,Work Experience by Race,Not Working,White,"Cecil County, Maryland","81,331",," 81,331 ",,
2016,Work Experience by Race,Not Working,Black,"Cecil County, Maryland","6,509",," 6,509 ",,
2016,Work Experience by Race,Not Working,American,"Cecil County, Maryland",145,, 145 ,,
2016,Work Experience by Race,Not Working,Chinese,"Cecil County, Maryland",116,, 116 ,,
2016,Work Experience by Race,Not Working,Japanese,"Cecil County, Maryland",0,, -   ,,
2016,Work Experience by Race,Not Working,Other Asian,"Cecil County, Maryland","1,194",," 1,194 ",,
2016,Work Experience by Race,Not Working,Other Race,"Cecil County, Maryland","1,126",," 1,126 ",,
2016,Work Experience by Race,Not Working,Two Major Races,"Cecil County, Maryland","3,681",," 3,681 ",,
2016,Work Experience by Race,Not Working,Three or More,"Cecil County, Maryland",94,, 94 ,,
2016,Work Experience by Race,Part Time,White,"Cecil County, Maryland","15,961",," 15,961 ",,
2016,Work Experience by Race,Part Time,Black,"Cecil County, Maryland","1,124",," 1,124 ",,
2016,Work Experience by Race,Part Time,American,"Cecil County, Maryland",0,, -   ,,
2016,Work Experience by Race,Part Time,Chinese,"Cecil County, Maryland",8,, 8 ,,
2016,Work Experience by Race,Part Time,Japanese,"Cecil County, Maryland",0,, -   ,,
2016,Work Experience by Race,Part Time,Other Asian,"Cecil County, Maryland",323,, 323 ,,
2016,Work Experience by Race,Part Time,Other Race,"Cecil County, Maryland",180,, 180 ,,
2016,Work Experience by Race,Part Time,Two Major Races,"Cecil County, Maryland",155,, 155 ,,
2016,Work Experience by Race,Part Time,Three or More,"Cecil County, Maryland",0,, -   ,,
2016,Work Experience by Race,Full Time,White,"Cecil County, Maryland","82,753",," 82,753 ",,
2016,Work Experience by Race,Full Time,Black,"Cecil County, Maryland","6,127",," 6,127 ",,
2016,Work Experience by Race,Full Time,American,"Cecil County, Maryland",19,, 19 ,,
2016,Work Experience by Race,Full Time,Chinese,"Cecil County, Maryland",134,, 134 ,,
2016,Work Experience by Race,Full Time,Japanese,"Cecil County, Maryland",146,, 146 ,,
2016,Work Experience by Race,Full Time,Other Asian,"Cecil County, Maryland",979,, 979 ,,
2016,Work Experience by Race,Full Time,Other Race,"Cecil County, Maryland","1,384",," 1,384 ",,
2016,Work Experience by Race,Full Time,Two Major Races,"Cecil County, Maryland",928,, 928 ,,
2016,Work Experience by Race,Full Time,Three or More,"Cecil County, Maryland",159,, 159 ,,
2017,Work Experience by Race,Not Working,White,"Cecil County, Maryland","83,556",," 83,556 ",,
2017,Work Experience by Race,Not Working,Black,"Cecil County, Maryland","7,049",," 7,049 ",,
2017,Work Experience by Race,Not Working,American,"Cecil County, Maryland",165,, 165 ,,
2017,Work Experience by Race,Not Working,Chinese,"Cecil County, Maryland",36,, 36 ,,
2017,Work Experience by Race,Not Working,Japanese,"Cecil County, Maryland",0,, -   ,,
2017,Work Experience by Race,Not Working,Other Asian,"Cecil County, Maryland","1,052",," 1,052 ",,
2017,Work Experience by Race,Not Working,Other Race,"Cecil County, Maryland",504,, 504 ,,
2017,Work Experience by Race,Not Working,Two Major Races,"Cecil County, Maryland","2,623",," 2,623 ",,
2017,Work Experience by Race,Not Working,Three or More,"Cecil County, Maryland",196,, 196 ,,
2017,Work Experience by Race,Part Time,White,"Cecil County, Maryland","14,192",," 14,192 ",,
2017,Work Experience by Race,Part Time,Black,"Cecil County, Maryland",304,, 304 ,,
2017,Work Experience by Race,Part Time,American,"Cecil County, Maryland",0,, -   ,,
2017,Work Experience by Race,Part Time,Chinese,"Cecil County, Maryland",2,, 2 ,,
2017,Work Experience by Race,Part Time,Japanese,"Cecil County, Maryland",0,, -   ,,
2017,Work Experience by Race,Part Time,Other Asian,"Cecil County, Maryland",170,, 170 ,,
2017,Work Experience by Race,Part Time,Other Race,"Cecil County, Maryland",61,, 61 ,,
2017,Work Experience by Race,Part Time,Two Major Races,"Cecil County, Maryland",305,, 305 ,,
2017,Work Experience by Race,Part Time,Three or More,"Cecil County, Maryland",0,, -   ,,
2017,Work Experience by Race,Full Time,White,"Cecil County, Maryland","83,679",," 83,679 ",,
2017,Work Experience by Race,Full Time,Black,"Cecil County, Maryland","7,276",," 7,276 ",,
2017,Work Experience by Race,Full Time,American,"Cecil County, Maryland",26,, 26 ,,
2017,Work Experience by Race,Full Time,Chinese,"Cecil County, Maryland",56,, 56 ,,
2017,Work Experience by Race,Full Time,Japanese,"Cecil County, Maryland",106,, 106 ,,
2017,Work Experience by Race,Full Time,Other Asian,"Cecil County, Maryland","1,059",," 1,059 ",,
2017,Work Experience by Race,Full Time,Other Race,"Cecil County, Maryland",711,, 711 ,,
2017,Work Experience by Race,Full Time,Two Major Races,"Cecil County, Maryland","1,768",," 1,768 ",,
2017,Work Experience by Race,Full Time,Three or More,"Cecil County, Maryland",54,, 54 ,,
2015,Work Experience by Education,Not Working,N/A,"Cecil County, Maryland","4,668",," 4,668 ",,
2015,Work Experience by Education,Not Working,No School,"Cecil County, Maryland","4,037",," 4,037 ",,
2015,Work Experience by Education,Not Working,Nursery,"Cecil County, Maryland","4,057",," 4,057 ",,
2015,Work Experience by Education,Not Working,Kindergarten,"Cecil County, Maryland","3,305",," 3,305 ",,
2015,Work Experience by Education,Not Working,Grade 1,"Cecil County, Maryland","1,940",," 1,940 ",,
2015,Work Experience by Education,Not Working,Grade 2,"Cecil County, Maryland","3,056",," 3,056 ",,
2015,Work Experience by Education,Not Working,Grade 3,"Cecil County, Maryland","2,436",," 2,436 ",,
2015,Work Experience by Education,Not Working,Grade 4,"Cecil County, Maryland","3,589",," 3,589 ",,
2015,Work Experience by Education,Not Working,Grade 5,"Cecil County, Maryland","2,268",," 2,268 ",,
2015,Work Experience by Education,Not Working,Grade 6,"Cecil County, Maryland","2,783",," 2,783 ",,
2015,Work Experience by Education,Not Working,Grade 7,"Cecil County, Maryland","1,788",," 1,788 ",,
2015,Work Experience by Education,Not Working,Grade 8,"Cecil County, Maryland","4,533",," 4,533 ",,
2015,Work Experience by Education,Not Working,Grade 9,"Cecil County, Maryland","4,434",," 4,434 ",,
2015,Work Experience by Education,Not Working,Grade 10,"Cecil County, Maryland","3,874",," 3,874 ",,
2015,Work Experience by Education,Not Working,Grade 11,"Cecil County, Maryland","2,515",," 2,515 ",,
2015,Work Experience by Education,Not Working,Grade 12,"Cecil County, Maryland","1,429",," 1,429 ",,
2015,Work Experience by Education,Not Working,Regular Highschool Diploma,"Cecil County, Maryland","18,648",," 18,648 ",,
2015,Work Experience by Education,Not Working,GED,"Cecil County, Maryland","3,064",," 3,064 ",,
2015,Work Experience by Education,Not Working,Some College,"Cecil County, Maryland","3,141",," 3,141 ",,
2015,Work Experience by Education,Not Working,1 or more,"Cecil County, Maryland","4,976",," 4,976 ",,
2015,Work Experience by Education,Not Working,Associate,"Cecil County, Maryland","2,522",," 2,522 ",,
2015,Work Experience by Education,Not Working,Bachlor's,"Cecil County, Maryland","2,827",," 2,827 ",,
2015,Work Experience by Education,Not Working,Master's,"Cecil County, Maryland","2,050",," 2,050 ",,
2015,Work Experience by Education,Not Working,Professional,"Cecil County, Maryland",70,, 70 ,,
2015,Work Experience by Education,Not Working,Doctoral,"Cecil County, Maryland",33,, 33 ,,
2015,Work Experience by Education,Part Time,N/A,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,No School,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Nursery,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Kindergarten,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 1,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 2,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 3,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 4,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 5,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 6,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Part Time,Grade 7,"Cecil County, Maryland",11,, 11 ,,
2015,Work Experience by Education,Part Time,Grade 8,"Cecil County, Maryland",620,, 620 ,,
2015,Work Experience by Education,Part Time,Grade 9,"Cecil County, Maryland",25,, 25 ,,
2015,Work Experience by Education,Part Time,Grade 10,"Cecil County, Maryland",715,, 715 ,,
2015,Work Experience by Education,Part Time,Grade 11,"Cecil County, Maryland",505,, 505 ,,
2015,Work Experience by Education,Part Time,Grade 12,"Cecil County, Maryland",245,, 245 ,,
2015,Work Experience by Education,Part Time,Regular Highschool Diploma,"Cecil County, Maryland","4,710",," 4,710 ",,
2015,Work Experience by Education,Part Time,GED,"Cecil County, Maryland",743,, 743 ,,
2015,Work Experience by Education,Part Time,Some College,"Cecil County, Maryland",996,, 996 ,,
2015,Work Experience by Education,Part Time,1 or more,"Cecil County, Maryland","1,760",," 1,760 ",,
2015,Work Experience by Education,Part Time,Associate,"Cecil County, Maryland","1,469",," 1,469 ",,
2015,Work Experience by Education,Part Time,Bachlor's,"Cecil County, Maryland","2,057",," 2,057 ",,
2015,Work Experience by Education,Part Time,Master's,"Cecil County, Maryland",734,, 734 ,,
2015,Work Experience by Education,Part Time,Professional,"Cecil County, Maryland",109,, 109 ,,
2015,Work Experience by Education,Part Time,Doctoral,"Cecil County, Maryland",142,, 142 ,,
2015,Work Experience by Education,Full Time,N/A,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,No School,"Cecil County, Maryland",166,, 166 ,,
2015,Work Experience by Education,Full Time,Nursery,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Kindergarten,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 1,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 2,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 3,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 4,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 5,"Cecil County, Maryland",0,, -   ,,
2015,Work Experience by Education,Full Time,Grade 6,"Cecil County, Maryland",11,, 11 ,,
